Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
871,ESTRADA GALVAO BUENO,9172.0,SAO BERNARDO DO CAMPO,"ESTRADA GALVAO BUENO, 9172, SAO BERNARDO DO CAMPO","[-23.7729669802915, -46.60132818029151]"
986,ACESSO AVENIDA GOVERNADOR CARVALHO PINTO,100.0,SAO PAULO,"ACESSO AVENIDA GOVERNADOR CARVALHO PINTO, 100, SAO PAULO","[-23.5151215802915, -46.54628488029151]"
994,AVENIDA GETULIO VARGAS,100.0,OSASCO,"AVENIDA GETULIO VARGAS, 100, OSASCO","[-23.5200804802915, -46.78964558029149]"
1044,AVENIDA ALZIRO ZARUR,100.0,SAO PAULO,"AVENIDA ALZIRO ZARUR, 100, SAO PAULO","[-23.5631358802915, -46.4845297802915]"
1056,ACESSO ALBERTO BYINGTON,1000.0,SAO PAULO,"ACESSO ALBERTO BYINGTON, 1000, SAO PAULO","[-23.5074069802915, -46.59197038029149]"
1060,VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE,10.0,OSASCO,"VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE, 10, OSASCO","[-23.5269728802915, -46.7926149802915]"
1130,Avenida Major Sylvio de Magalhães Padilha,150.0,SAO PAULO,"Avenida Major Sylvio de Magalhães Padilha, 150, SAO PAULO","[-23.6358418, -46.72246699999999]"
1143,RUA ACASSIO ANTONIO BATISTA,100.0,GUARULHOS,"RUA ACASSIO ANTONIO BATISTA, 100, GUARULHOS","[-23.3677628802915, -46.39770498029149]"
1202,AVENIDA NOVE DE JULHO,399.0,SAO PAULO,"AVENIDA NOVE DE JULHO, 399, SAO PAULO","[-23.5511986802915, -46.6436846802915]"
1205,Rodovia Índio-Tibiriçá,200.0,RIBEIRAO PIRES,"Rodovia Índio-Tibiriçá, 200, RIBEIRAO PIRES","[-23.6593889802915, -46.3339937802915]"
1283,RUA ATLANTICA,4300.0,SAO PAULO,"RUA ATLANTICA, 4300, SAO PAULO","[-23.7052215802915, -46.7162365802915]"
1292,AVENIDA DOS BANDEIRANTES,4119.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 4119, SAO PAULO","[-23.6194296802915, -46.66106698029149]"
1295,AVENIDA BRIGADEIRO LUIS ANTONIO,4521.0,SAO PAULO,"AVENIDA BRIGADEIRO LUIS ANTONIO, 4521, SAO PAULO","[-23.5827686302915, -46.66634983029149]"
1307,PONTE ARICANDUVA,1.0,SAO PAULO,"PONTE ARICANDUVA, 1, SAO PAULO","[-23.5393943802915, -46.54734778029151]"
1381,AVENIDA CANGAIBA,1063.0,SAO PAULO,"AVENIDA CANGAIBA, 1063, SAO PAULO","[-23.5059354802915, -46.5159487802915]"
1385,AVENIDA ARICANDUVA,0.0,SAO PAULO,"AVENIDA ARICANDUVA, 0, SAO PAULO","[-23.5672306802915, -46.5082644802915]"
1401,RUA SADAMU INOUE,1400.0,SAO PAULO,"RUA SADAMU INOUE, 1400, SAO PAULO","[-23.7874340802915, -46.72747998029149]"
1456,RUA JEQUIRITUBA,2556.0,SAO PAULO,"RUA JEQUIRITUBA, 2556, SAO PAULO","[-23.7430132802915, -46.6849381802915]"
1461,Rodovia dos Imigrantes,16.0,DIADEMA,"Rodovia dos Imigrantes, 16, DIADEMA","[-23.6525137802915, -46.6352914802915]"
1471,ACESSO AVENIDA JACUPESSEGO,5550.0,SAO PAULO,"ACESSO AVENIDA JACUPESSEGO, 5550, SAO PAULO","[-23.5403652302915, -46.45230078029149]"
1510,RUA GALATEA,1200.0,SAO PAULO,"RUA GALATEA, 1200, SAO PAULO","[-23.5095978802915, -46.61392358029149]"
1611,RETORNO  HENRIQUE EROLES,1.0,ITAQUAQUECETUBA,"RETORNO  HENRIQUE EROLES, 1, ITAQUAQUECETUBA","[-23.5121716, -46.397296]"
1629,RUA ACASSIO ANTONIO BATISTA,763.0,GUARULHOS,"RUA ACASSIO ANTONIO BATISTA, 763, GUARULHOS","[-23.4012337802915, -46.4014405802915]"
1630,AVENIDA JAGUARE,100.0,SAO PAULO,"AVENIDA JAGUARE, 100, SAO PAULO","[-23.5588922802915, -46.74665033029149]"
1696,AVENIDA EMANCIPACAO,97.0,ITAQUAQUECETUBA,"AVENIDA EMANCIPACAO, 97, ITAQUAQUECETUBA","[-23.4791853302915, -46.3544918302915]"
1710,RUA PREFEITO CIDO FRANCO,1083.0,RIO GRANDE DA SERRA,"RUA PREFEITO CIDO FRANCO, 1083, RIO GRANDE DA SERRA","[-23.7443027802915, -46.4026358802915]"
1718,AVENIDA SILVESTRE PIRES DE FREITAS,100.0,GUARULHOS,"AVENIDA SILVESTRE PIRES DE FREITAS, 100, GUARULHOS","[-23.4310155802915, -46.5037693802915]"
1724,Rodovia dos Imigrantes,1.0,SAO PAULO,"Rodovia dos Imigrantes, 1, SAO PAULO","[-23.6448889802915, -46.63075428029149]"
1794,AVENIDA ARICANDUVA,10000.0,SAO PAULO,"AVENIDA ARICANDUVA, 10000, SAO PAULO","[-23.5896685802915, -46.48290778029149]"
1795,ACESSO AVENIDA JACUPESSEGO,809.0,SAO PAULO,"ACESSO AVENIDA JACUPESSEGO, 809, SAO PAULO","[-23.5673063802915, -46.44764558029149]"
1802,AVENIDA GETULIO VARGAS,100.0,OSASCO,"AVENIDA GETULIO VARGAS, 100, OSASCO","[-23.5200804802915, -46.78964558029149]"
1805,AVENIDA ENGENHEIRO CAETANO ALVARES,3924.0,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 3924, SAO PAULO","[-23.4900556802915, -46.65110758029149]"
1811,AVENIDA TIRADENTES,100.0,SAO PAULO,"AVENIDA TIRADENTES, 100, SAO PAULO","[-23.5362305802915, -46.6343189802915]"
1813,Avenida Marginal Direita do Tietê,500.0,SAO PAULO,"Avenida Marginal Direita do Tietê, 500, SAO PAULO","[-23.5156034802915, -46.7324886802915]"
1868,AVENIDA LUIZ GUSHIKEN,165.0,SAO PAULO,"AVENIDA LUIZ GUSHIKEN, 165, SAO PAULO","[-23.6670925802915, -46.73342668029149]"
1880,Rodovia Régis Bittencourt,278.0,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 278, TABOAO DA SERRA","[-23.6086512802915, -46.7624090802915]"
1887,VIADUTO JULIO MESQUITA FILHO,100.0,SAO PAULO,"VIADUTO JULIO MESQUITA FILHO, 100, SAO PAULO","[-23.5518325802915, -46.6477800802915]"
1889,AVENIDA ENGENHEIRO CAETANO ALVARES,100.0,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 100, SAO PAULO","[-23.5140031302915, -46.67183768029151]"
1939,ALAMEDA RIO NEGRO,162.0,BARUERI,"ALAMEDA RIO NEGRO, 162, BARUERI","[-23.5062899802915, -46.84763348029149]"
1946,AVENIDA MORUMBI,5500.0,SAO PAULO,"AVENIDA MORUMBI, 5500, SAO PAULO","[-23.6140469802915, -46.7145549802915]"
1948,AVENIDA JOSE PINHEIRO BORGES,10.0,SAO PAULO,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]"
2015,AVENIDA PEREIRA BARRETO,2200.0,SANTO ANDRE,"AVENIDA PEREIRA BARRETO, 2200, SANTO ANDRE","[-23.6841501802915, -46.5463598802915]"
2017,AVENIDA DOS ESTADOS,10981.0,SANTO ANDRE,"AVENIDA DOS ESTADOS, 10981, SANTO ANDRE","[-23.6520773802915, -46.4935280802915]"
2070,AVENIDA DOS BANDEIRANTES,4167.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 4167, SAO PAULO","[-23.6195015802915, -46.6609008802915]"
2129,AVENIDA EDSON DANILO DOTTO,25.0,SANTO ANDRE,"AVENIDA EDSON DANILO DOTTO, 25, SANTO ANDRE","[-23.6656217, -46.5295009]"
2143,Rodovia Armando Salles,4000.0,SAO PAULO,"Rodovia Armando Salles, 4000, SAO PAULO","[-23.6956831802915, -46.8240022802915]"
2149,RUA ACASSIO ANTONIO BATISTA,529.0,GUARULHOS,"RUA ACASSIO ANTONIO BATISTA, 529, GUARULHOS","[-23.4028003802915, -46.4026343802915]"
2220,VIADUTO DO GLICERIO,100.0,SAO PAULO,"VIADUTO DO GLICERIO, 100, SAO PAULO","[-23.5574862802915, -46.6303012802915]"
2221,AVENIDA BRIGADEIRO LUIS ANTONIO,1401.0,SAO PAULO,"AVENIDA BRIGADEIRO LUIS ANTONIO, 1401, SAO PAULO","[-23.5627831802915, -46.6452926802915]"
2222,ESTRADA GUARULHOSNAZARE,2916.0,GUARULHOS,"ESTRADA GUARULHOSNAZARE, 2916, GUARULHOS","[-23.4137543802915, -46.4542441802915]"
2223,AVENIDA TIRADENTES,1537.0,SAO PAULO,"AVENIDA TIRADENTES, 1537, SAO PAULO","[-23.5345817802915, -46.6343768802915]"
2288,AVENIDA SALIM FARAH MALUF,100.0,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
2373,AVENIDA DOS BANDEIRANTES,4825.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 4825, SAO PAULO","[-23.6224990802915, -46.6555536802915]"
2396,AVENIDA ARICANDUVA,100.0,SAO PAULO,"AVENIDA ARICANDUVA, 100, SAO PAULO","[-23.5992040802915, -46.4687387802915]"
2449,AVENIDA WASHINGTON LUIS,100.0,SAO PAULO,"AVENIDA WASHINGTON LUIS, 100, SAO PAULO","[-23.6533646802915, -46.6839042802915]"
2464,VIADUTO ENGENHEIRO ALBERTO BADRA,1.0,SAO PAULO,"VIADUTO ENGENHEIRO ALBERTO BADRA, 1, SAO PAULO","[-23.5369684802915, -46.54943988029149]"
2468,AVENIDA MORUMBI,5600.0,SAO PAULO,"AVENIDA MORUMBI, 5600, SAO PAULO","[-23.61455208029151, -46.71509518029149]"
2470,VIADUTO ANTONIO ADIBE CHAMAS,100.0,SANTO ANDRE,"VIADUTO ANTONIO ADIBE CHAMAS, 100, SANTO ANDRE","[-23.6548118802915, -46.5304636802915]"
2473,PREISIDENTE DUTRA,0.0,GUARULHOS,"PREISIDENTE DUTRA, 0, GUARULHOS","[-23.4401198, -46.4491338]"
2516,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,2279.0,DIADEMA,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 2279, DIADEMA","[-23.6849679802915, -46.6056426802915]"
2552,Rodovia dos Imigrantes,15.0,DIADEMA,"Rodovia dos Imigrantes, 15, DIADEMA","[-23.7144362802915, -46.6060352802915]"
2553,AVENIDA CARLOS CALDEIRA FILHO,4126.0,SAO PAULO,"AVENIDA CARLOS CALDEIRA FILHO, 4126, SAO PAULO","[-23.6595043302915, -46.7692197302915]"
2559,Rodovia Régis Bittencourt,272.0,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 272, TABOAO DA SERRA","[-23.6086662802915, -46.7623799802915]"
2566,AVENIDA SILVESTRE PIRES DE FREITAS,100.0,GUARULHOS,"AVENIDA SILVESTRE PIRES DE FREITAS, 100, GUARULHOS","[-23.4310155802915, -46.5037693802915]"
2570,VIADUTO DO GLICERIO,10.0,SAO PAULO,"VIADUTO DO GLICERIO, 10, SAO PAULO","[-23.5573621802915, -46.6298419802915]"
2571,RENE BENEDITO SILVA KM 46 OESTE,0.0,ITAPEVI,"RENE BENEDITO SILVA KM 46 OESTE, 0, ITAPEVI","[-23.5494674802915, -46.9479698802915]"
2572,Rodovia Deputado Antonio Adib Chammas,0.0,SAO BERNARDO DO CAMPO,"Rodovia Deputado Antonio Adib Chammas, 0, SAO BERNARDO DO CAMPO","[-23.7796199802915, -46.3062119802915]"
2624,AVENIDA SALIM FARAH MALUF,3984.0,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 3984, SAO PAULO","[-23.5655873802915, -46.5773379802915]"
2639,AVENIDA SILVESTRE PIRES DE FREITAS,156.0,GUARULHOS,"AVENIDA SILVESTRE PIRES DE FREITAS, 156, GUARULHOS","[-23.4305948802915, -46.50385248029149]"
2680,PRESID TANCREDO DE ALMEIDA NEVES,44.0,CAIEIRAS,"PRESID TANCREDO DE ALMEIDA NEVES, 44, CAIEIRAS","[-23.3512087802915, -46.7448935802915]"
2696,AVENIDA BRIGADEIRO LUIS ANTONIO,4277.0,SAO PAULO,"AVENIDA BRIGADEIRO LUIS ANTONIO, 4277, SAO PAULO","[-23.5816289302915, -46.66442943029151]"
2701,RUA JEQUIRITUBA,1264.0,SAO PAULO,"RUA JEQUIRITUBA, 1264, SAO PAULO","[-23.7338461802915, -46.6900713302915]"
2702,AVENIDA COMENDADOR SANTANNA,896.0,SAO PAULO,"AVENIDA COMENDADOR SANTANNA, 896, SAO PAULO","[-23.67604978029151, -46.7752519802915]"
2707,AVENIDA WASHINGTON LUIS,3693.0,SAO PAULO,"AVENIDA WASHINGTON LUIS, 3693, SAO PAULO","[-23.6479999802915, -46.6761729802915]"
2766,Rodovia dos Imigrantes,16.0,DIADEMA,"Rodovia dos Imigrantes, 16, DIADEMA","[-23.6525137802915, -46.6352914802915]"
2774,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100.0,DIADEMA,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
2819,Avenida Marginal Tietê Central,100.0,SAO PAULO,"Avenida Marginal Tietê Central, 100, SAO PAULO","[-23.5227137802915, -46.6139964802915]"
2829,Rodovia Régis Bittencourt,274.0,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 274, TABOAO DA SERRA","[-23.6087817802915, -46.7624659802915]"
2882,ALAMEDA DOM PEDRO DE ALCANTARA,470.0,SAO BERNARDO DO CAMPO,"ALAMEDA DOM PEDRO DE ALCANTARA, 470, SAO BERNARDO DO CAMPO","[-23.7066198802915, -46.5399145802915]"
2883,VIADUTO JULIO MESQUITA FILHO,2.0,SAO PAULO,"VIADUTO JULIO MESQUITA FILHO, 2, SAO PAULO","[-23.5568054802915, -46.6428700802915]"
2886,ESTACAO METRO VILA MATILDE,100.0,SAO PAULO,"ESTACAO METRO VILA MATILDE, 100, SAO PAULO","[-23.5332167802915, -46.5322528802915]"
2892,Rodovia dos Imigrantes,10.0,SAO PAULO,"Rodovia dos Imigrantes, 10, SAO PAULO","[-23.6057421802915, -46.62761818029149]"
2894,AVENIDA SENADOR TEOTONIO VILELA,5165.0,SAO PAULO,"AVENIDA SENADOR TEOTONIO VILELA, 5165, SAO PAULO","[-23.7441219802915, -46.70751058029149]"
2907,Avenida Major Sylvio de Magalhães Padilha,385.0,SAO PAULO,"Avenida Major Sylvio de Magalhães Padilha, 385, SAO PAULO","[-23.6358418, -46.72246699999999]"
2946,PRESID TANCREDO DE ALMEIDA NEVES,2647.0,CAIEIRAS,"PRESID TANCREDO DE ALMEIDA NEVES, 2647, CAIEIRAS","[-23.3862716802915, -46.73500938029149]"
2994,ESTRADA VELHA DA OLARIA,1935.0,COTIA,"ESTRADA VELHA DA OLARIA, 1935, COTIA","[-23.6251393802915, -46.9377655802915]"
3011,Rodovia Índio-Tibiriçá,0.0,SUZANO,"Rodovia Índio-Tibiriçá, 0, SUZANO","[-23.5687549802915, -46.30016378029149]"
3042,ESTRADA VELHA DA OLARIA,1930.0,COTIA,"ESTRADA VELHA DA OLARIA, 1930, COTIA","[-23.6256981802915, -46.93744798029149]"
3053,AVENIDA LUIZ GUSHIKEN,170.0,SAO PAULO,"AVENIDA LUIZ GUSHIKEN, 170, SAO PAULO","[-23.6644875802915, -46.7296377802915]"
3057,AVENIDA KEMEL ADDAS,1134.0,SAO PAULO,"AVENIDA KEMEL ADDAS, 1134, SAO PAULO","[-23.5044349802915, -46.36815938029151]"
3058,RUA DOS VIANAS,3088.0,SAO BERNARDO DO CAMPO,"RUA DOS VIANAS, 3088, SAO BERNARDO DO CAMPO","[-23.7093277802915, -46.5258468802915]"
3060,Rodovia Régis Bittencourt,1.0,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 1, TABOAO DA SERRA","[-23.6572079802915, -46.85138138029149]"
3123,VIADUTO  MARIO COVAS,0.0,SAO PAULO,"VIADUTO  MARIO COVAS, 0, SAO PAULO","[-23.9706385302915, -46.4022209802915]"
3125,PONTE DA VILA GUILHERME,50.0,SAO PAULO,"PONTE DA VILA GUILHERME, 50, SAO PAULO","[-23.5234981802915, -46.61227008029151]"
3127,Rodovia Régis Bittencourt,272.0,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 272, TABOAO DA SERRA","[-23.6086662802915, -46.7623799802915]"
3133,PRACA DOUTOR SAMPAIO VIDAL,23.0,SAO PAULO,"PRACA DOUTOR SAMPAIO VIDAL, 23, SAO PAULO","[-23.5686346802915, -46.5428312802915]"
3137,AVENIDA PACAEMBU,10017.0,SAO PAULO,"AVENIDA PACAEMBU, 10017, SAO PAULO","[-23.5301836802915, -46.6623652802915]"
3143,AVENIDA SALIM FARAH MALUF,100.0,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
3149,AVENIDA SAPOPEMBA,2600.0,SAO PAULO,"AVENIDA SAPOPEMBA, 2600, SAO PAULO","[-23.5750490802915, -46.56536438029149]"
3209,PRACA CAMPO DE BAGATELLE,10.0,SAO PAULO,"PRACA CAMPO DE BAGATELLE, 10, SAO PAULO","[-23.5157630802915, -46.63085788029149]"
3213,AVENIDA NATALIA ZARIF,100.0,GUARULHOS,"AVENIDA NATALIA ZARIF, 100, GUARULHOS","[-23.4376525802915, -46.4971180802915]"
3224,RUA XIRIRICA,1480.0,SAO PAULO,"RUA XIRIRICA, 1480, SAO PAULO","[-23.5571211802915, -46.53610508029149]"
3269,ESTRADA DO JACARANDA,1592.0,CARAPICUIBA,"ESTRADA DO JACARANDA, 1592, CARAPICUIBA","[-23.5478647802915, -46.8490134802915]"
3288,Rodovia dos Imigrantes,12.0,SAO PAULO,"Rodovia dos Imigrantes, 12, SAO PAULO","[-23.6057501802915, -46.6276209802915]"
3293,RUA SADAMU INOUE,6744.0,SAO PAULO,"RUA SADAMU INOUE, 6744, SAO PAULO","[-23.8277104802915, -46.7341541802915]"
3339,ACESSO AVENIDA DOM PEDRO DE ALCANTARA,377.0,SAO BERNARDO DO CAMPO,"ACESSO AVENIDA DOM PEDRO DE ALCANTARA, 377, SAO BERNARDO DO CAMPO","[-23.7217545802915, -46.52638328029149]"
3342,AVENIDA DOS BANDEIRANTES,781.0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 781, SAO PAULO","[-23.6004429802915, -46.6869609802915]"
3343,AVENIDA TIRADENTES,100.0,SAO PAULO,"AVENIDA TIRADENTES, 100, SAO PAULO","[-23.5362305802915, -46.6343189802915]"
3464,AVENIDA PREFEITO HIRANT SANAZAR,461.0,OSASCO,"AVENIDA PREFEITO HIRANT SANAZAR, 461, OSASCO","[-23.5533180802915, -46.77873338029149]"
3493,PRACA CAMPO DE BAGATELLE,300.0,SAO PAULO,"PRACA CAMPO DE BAGATELLE, 300, SAO PAULO","[-23.5165859802915, -46.63158868029149]"
3496,PRESID TANCREDO DE ALMEIDA NEVES,39.0,CAIEIRAS,"PRESID TANCREDO DE ALMEIDA NEVES, 39, CAIEIRAS","[-23.3633364802915, -46.7479623802915]"
3507,AVENIDA SALIM FARAH MALUF,100.0,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
3513,RUA MIRANDINHA,930.0,SAO PAULO,"RUA MIRANDINHA, 930, SAO PAULO","[-23.5316757802915, -46.5366595802915]"
3588,AVENIDA ARICANDUVA,100.0,SAO PAULO,"AVENIDA ARICANDUVA, 100, SAO PAULO","[-23.5992040802915, -46.4687387802915]"
3628,ACESSO AVENIDA PAPA JOAO XXIII,100.0,MAUA,"ACESSO AVENIDA PAPA JOAO XXIII, 100, MAUA","[-23.7222691802915, -46.4960904802915]"
3630,AVENIDA CANGAIBA,2214.0,SAO PAULO,"AVENIDA CANGAIBA, 2214, SAO PAULO","[-23.5092792802915, -46.53518588029149]"
3633,PONTE ORESTES QUERCIA,1.0,SAO PAULO,"PONTE ORESTES QUERCIA, 1, SAO PAULO","[-23.522351, -46.6400636]"
3635,AVENIDA LUIZ GUSHIKEN,126.0,SAO PAULO,"AVENIDA LUIZ GUSHIKEN, 126, SAO PAULO","[-23.6698045802915, -46.7397601802915]"
3646,AVENIDA DOUTOR ARNALDO,2194.0,SAO PAULO,"AVENIDA DOUTOR ARNALDO, 2194, SAO PAULO","[-23.5468771802915, -46.68301668029149]"
3687,ESTRADA GUARULHOSNAZARE,2224.0,GUARULHOS,"ESTRADA GUARULHOSNAZARE, 2224, GUARULHOS","[-23.4195692802915, -46.4570714802915]"
3694,RUA MARECHAL DEODORO,2134.0,SAO BERNARDO DO CAMPO,"RUA MARECHAL DEODORO, 2134, SAO BERNARDO DO CAMPO","[-23.7179940802915, -46.5503843802915]"
3701,RUA CATIGUA,100.0,SAO PAULO,"RUA CATIGUA, 100, SAO PAULO","[-23.5415291802915, -46.5786816802915]"
3750,ACESSO AVENIDA DO ESTADO,1517.0,SAO CAETANO DO SUL,"ACESSO AVENIDA DO ESTADO, 1517, SAO CAETANO DO SUL","[-23.6124523802915, -46.5570964802915]"
3787,RUA PAULO DO VALE,213.0,EMBU DAS ARTES,"RUA PAULO DO VALE, 213, EMBU DAS ARTES","[-23.6484300802915, -46.8513257802915]"
3790,RUA PAULO DO VALE,100.0,EMBU DAS ARTES,"RUA PAULO DO VALE, 100, EMBU DAS ARTES","[-23.6489557802915, -46.8501270802915]"
3793,RUA ACASSIO ANTONIO BATISTA,1650.0,GUARULHOS,"RUA ACASSIO ANTONIO BATISTA, 1650, GUARULHOS","[-23.3939344802915, -46.3985575802915]"
3894,Rodovia Fernão Dias,100.0,SAO PAULO,"Rodovia Fernão Dias, 100, SAO PAULO","[-23.4731035802915, -46.56589768029149]"
3905,Rodovia Régis Bittencourt,100.0,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 100, TABOAO DA SERRA","[-23.6091934802915, -46.7542439802915]"
3909,Rodovia dos Imigrantes,160.0,DIADEMA,"Rodovia dos Imigrantes, 160, DIADEMA","[-23.6386845802915, -46.6318403802915]"
3910,ESTRADA DO PEDROSO,1120.0,SANTO ANDRE,"ESTRADA DO PEDROSO, 1120, SANTO ANDRE","[-23.7094634802915, -46.50354808029149]"
3945,AVENIDA ATLANTICA,1620.0,SAO PAULO,"AVENIDA ATLANTICA, 1620, SAO PAULO","[-23.6819521802915, -46.7148887802915]"
3946,RUA RIO ACIMA,5910.0,SAO BERNARDO DO CAMPO,"RUA RIO ACIMA, 5910, SAO BERNARDO DO CAMPO","[-23.7857732, -46.5331122]"
4003,ACESSO ALBERTO BYINGTON,1136.0,SAO PAULO,"ACESSO ALBERTO BYINGTON, 1136, SAO PAULO","[-23.5066256802915, -46.5924420802915]"
4012,Avenida Engenheiro Billings,385.0,SAO PAULO,"Avenida Engenheiro Billings, 385, SAO PAULO","[-23.55924808029151, -46.71546968029151]"
4013,ESTRADA DO PONEI CLUB,53104.0,SAO BERNARDO DO CAMPO,"ESTRADA DO PONEI CLUB, 53104, SAO BERNARDO DO CAMPO","[-23.7630131, -46.6150375]"
4020,ACESSO AVENIDA PROFESSOR FRANCISCO MORATO,5171.0,SAO PAULO,"ACESSO AVENIDA PROFESSOR FRANCISCO MORATO, 5171, SAO PAULO","[-23.6022000802915, -46.74388828029151]"
4065,AVENIDA EDE,57.0,SAO PAULO,"AVENIDA EDE, 57, SAO PAULO","[-23.4995312802915, -46.59636048029149]"
4066,AVENIDA SAO LUIS,100.0,SAO PAULO,"AVENIDA SAO LUIS, 100, SAO PAULO","[-23.5473459802915, -46.64469218029149]"
4125,RUA TALES DOS SANTOS FREIRE,434.0,SAO BERNARDO DO CAMPO,"RUA TALES DOS SANTOS FREIRE, 434, SAO BERNARDO DO CAMPO","[-23.6905189802915, -46.54758898029149]"
4158,AVENIDA OTAVIO BRAGA DE MESQUITA,1819.0,GUARULHOS,"AVENIDA OTAVIO BRAGA DE MESQUITA, 1819, GUARULHOS","[-23.4504896302915, -46.5100281802915]"
4160,RUA ZEZE MACEDO,660.0,SAO PAULO,"RUA ZEZE MACEDO, 660, SAO PAULO","[-23.5163640802915, -46.37749678029149]"
4195,AVENIDA DEPUTADO CANTIDIO SAMPAIO,1611.0,SAO PAULO,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 1611, SAO PAULO","[-23.46566808029151, -46.6815717802915]"
4197,AVENIDA FRANCISCO MARENGO,2174.0,SUZANO,"AVENIDA FRANCISCO MARENGO, 2174, SUZANO","[-23.5028115802915, -46.2988411802915]"
4199,ESTRADA SANTA ISABEL,3440.0,ITAQUAQUECETUBA,"ESTRADA SANTA ISABEL, 3440, ITAQUAQUECETUBA","[-23.4643511802915, -46.33268023029149]"
4231,AVENIDA MARGINAL CSU,100.0,CARAPICUIBA,"AVENIDA MARGINAL CSU, 100, CARAPICUIBA","[-23.5336879802915, -46.8496982802915]"
4232,AVENIDA ERNESTO SOUZA CRUZ,807.0,SAO PAULO,"AVENIDA ERNESTO SOUZA CRUZ, 807, SAO PAULO","[-23.5279013802915, -46.4658700802915]"
4281,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,3670.0,DIADEMA,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 3670, DIADEMA","[-23.7227860802915, -46.58236048029149]"
4298,ESTRADA DE ITAPECERICA,3023.0,SAO PAULO,"ESTRADA DE ITAPECERICA, 3023, SAO PAULO","[-23.6554461802915, -46.76104858029149]"
4300,AVENIDA ANTONIO BARBOSA DA SILVA SANDOVAL,461.0,SAO PAULO,"AVENIDA ANTONIO BARBOSA DA SILVA SANDOVAL, 461, SAO PAULO","[-23.6954835302915, -46.7058720802915]"
4301,AVENIDA PARADA PINTO,1869.0,SAO PAULO,"AVENIDA PARADA PINTO, 1869, SAO PAULO","[-23.4719203802915, -46.6538955802915]"
4350,RUA GUILHERME CARIJO,1500.0,SUZANO,"RUA GUILHERME CARIJO, 1500, SUZANO","[-23.4957863, -46.2947499]"
4360,AVENIDA ATLANTICA,3685.0,SAO PAULO,"AVENIDA ATLANTICA, 3685, SAO PAULO","[-23.6997466802915, -46.71615028029149]"
4378,AVENIDA JOAO VINTE E TRES,418.0,SAO PAULO,"AVENIDA JOAO VINTE E TRES, 418, SAO PAULO","[-23.5733121302915, -46.53793018029149]"
4432,AVENIDA REBOUCAS,10.0,SAO PAULO,"AVENIDA REBOUCAS, 10, SAO PAULO","[-23.5750257, -46.6983054]"
4441,AVENIDA GUARAPIRANGA,4135.0,SAO PAULO,"AVENIDA GUARAPIRANGA, 4135, SAO PAULO","[-23.7375186802915, -46.7000798802915]"
4447,AVENIDA SPORT CLUB CORINTIANS PAULISTA,1708.0,OSASCO,"AVENIDA SPORT CLUB CORINTIANS PAULISTA, 1708, OSASCO","[-23.5425796802915, -46.7896399802915]"
4451,RUA PIRATININGA,800.0,SAO CAETANO DO SUL,"RUA PIRATININGA, 800, SAO CAETANO DO SUL","[-23.6221539802915, -46.5591336802915]"
4453,ESTRADA DA BARONESA,893.0,SAO PAULO,"ESTRADA DA BARONESA, 893, SAO PAULO","[-23.7164134802915, -46.7791430802915]"
4460,VIADUTO MINISTRO ALIOMAR BALEEIRO,100.0,SAO PAULO,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 100, SAO PAULO","[-23.6306304802915, -46.6324127802915]"
4511,AVENIDA DONA BELMIRA MARIN,48.0,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 48, SAO PAULO","[-23.7348636802915, -46.69924768029149]"
