Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location,Numero_ori,Logradouro_ori,index1,Index_Bala
2565,Avenida Marginal Direita do Tietê,0.0,SAO PAULO,,,"Avenida Marginal Direita do Tietê, 0, SAO PAULO","[-23.5181099802915, -46.7342349802915]",nan,SP,337556,337556SPnanSAO PAULO
2566,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,1300.0,DIADEMA,,,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 1300, DIADEMA","[-23.6866092802915, -46.61391168029149]",1300,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,337569,337569AVENIDA FABIO EDUARDO RAMOS ESQUIVEL1300DIADEMA
2567,Rodovia Anhanguera,10.0,SAO PAULO,,,"Rodovia Anhanguera, 10, SAO PAULO","[-23.2208611802915, -46.8822732802915]",10,SP 330,337619,337619SP 33010SAO PAULO
2568,VIADUTO  MARIO COVAS,0.0,SAO PAULO,,,"VIADUTO  MARIO COVAS, 0, SAO PAULO","[-24.0082209, -46.825514]",nan,VIADUTO  MARIO COVAS,337649,337649VIADUTO  MARIO COVASnanSAO PAULO
2569,ACESSO AVENIDA PADRE ANCHIETA,10.0,SAO BERNARDO DO CAMPO,,,"ACESSO AVENIDA PADRE ANCHIETA, 10, SAO BERNARDO DO CAMPO","[-23.6842724802915, -46.56913818029151]",10,ACESSO AVENIDA PADRE ANCHIETA,337656,337656ACESSO AVENIDA PADRE ANCHIETA10SAO BERNARDO DO CAMPO
2570,AVENIDA JOSE PINHEIRO BORGES,4993.0,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 4993, SAO PAULO","[-23.5269532802915, -46.4340466802915]",4993,AVENIDA JOSE PINHEIRO BORGES,337775,337775AVENIDA JOSE PINHEIRO BORGES4993SAO PAULO
2571,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,1.0,OSASCO,,,"ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA, 1, OSASCO","[-23.5554682, -46.7938116]",1,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,337777,337777ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA1OSASCO
2572,AVENIDA JOSE PINHEIRO BORGES,4993.0,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 4993, SAO PAULO","[-23.5269532802915, -46.4340466802915]",4993,AVENIDA JOSE PINHEIRO BORGES,337809,337809AVENIDA JOSE PINHEIRO BORGES4993SAO PAULO
2573,RUA IBIS DOURADO,39.0,FRANCO DA ROCHA,,,"RUA IBIS DOURADO, 39, FRANCO DA ROCHA","[-23.3303448302915, -46.7007838302915]",39,RUA IBIS DOURADO,338027,338027RUA IBIS DOURADO39FRANCO DA ROCHA
2574,COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI,0.0,SAO PAULO,,,"COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI, 0, SAO PAULO","[-23.6302202, -46.6295089]",nan,COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI,338067,338067COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARInanSAO PAULO
2575,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100.0,DIADEMA,,,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]",100,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,338100,338100AVENIDA FABIO EDUARDO RAMOS ESQUIVEL100DIADEMA
2576,AVENIDA IPIRANGA,210.0,SAO PAULO,,,"AVENIDA IPIRANGA, 210, SAO PAULO","[-23.5474815802915, -46.6458715802915]",210,AVENIDA IPIRANGA,338271,338271AVENIDA IPIRANGA210SAO PAULO
2577,Rodovia dos Imigrantes,110.0,SAO PAULO,,,"Rodovia dos Imigrantes, 110, SAO PAULO","[-23.6585992802915, -46.63531088029149]",110,IMIGRANTES,338352,338352IMIGRANTES110SAO PAULO
2578,"ROLDAO ATACADISTA  ESTR MUN DOS ABREUS, 45",1.0,FRANCO DA ROCHA,,,"ROLDAO ATACADISTA  ESTR MUN DOS ABREUS, 45, 1, FRANCO DA ROCHA","[-23.3200040802915, -46.7556969802915]",1,"ROLDAO ATACADISTA  ESTR MUN DOS ABREUS, 45",338495,"338495ROLDAO ATACADISTA  ESTR MUN DOS ABREUS, 451FRANCO DA ROCHA"
2579,AVENIDA IMIRIM,0.0,SAO PAULO,,,"AVENIDA IMIRIM, 0, SAO PAULO","[-23.4820399802915, -46.65782598029151]",nan,AVENIDA IMIRIM,338637,338637AVENIDA IMIRIMnanSAO PAULO
2580,PARQUE RAPOSO TAVARES,1.0,SAO PAULO,,,"PARQUE RAPOSO TAVARES, 1, SAO PAULO","[-23.5894974802915, -46.7576205802915]",1,PARQUE RAPOSO TAVARES,338992,338992PARQUE RAPOSO TAVARES1SAO PAULO
2581,RUA DAS TRES MARIAS,6880.0,ITAPECERICA DA SERRA,,,"RUA DAS TRES MARIAS, 6880, ITAPECERICA DA SERRA","[-23.7036935, -46.7919965]",6880,RUA DAS TRES MARIAS,338996,338996RUA DAS TRES MARIAS6880ITAPECERICA DA SERRA
2582,Rodovia Ayrton Senna da Silva,1.0,GUARULHOS,,,"Rodovia Ayrton Senna da Silva, 1, GUARULHOS","[-23.3802884802915, -46.1469814802915]",1,SP 070,339342,339342SP 0701GUARULHOS
2583,PONTE VILA MARIA,1.0,SAO PAULO,,,"PONTE VILA MARIA, 1, SAO PAULO","[-23.5277852802915, -46.5974653802915]",1,PONTE VILA MARIA,339607,339607PONTE VILA MARIA1SAO PAULO
2584,AVENIDA DO TABOAO,100.0,SAO BERNARDO DO CAMPO,,,"AVENIDA DO TABOAO, 100, SAO BERNARDO DO CAMPO","[-23.6493639802915, -46.58183948029149]",100,AVENIDA DO TABOAO,339633,339633AVENIDA DO TABOAO100SAO BERNARDO DO CAMPO
2585,ESTRADA KEISHI MATSUMOTO,1725.0,EMBU DAS ARTES,,,"ESTRADA KEISHI MATSUMOTO, 1725, EMBU DAS ARTES","[-23.6253847802915, -46.8517598802915]",1725,ESTRADA KEISHI MATSUMOTO,340424,340424ESTRADA KEISHI MATSUMOTO1725EMBU DAS ARTES
2586,RUA PROFESSOR ARNALDO JOAO SEMERARO,436.0,SAO PAULO,,,"RUA PROFESSOR ARNALDO JOAO SEMERARO, 436, SAO PAULO","[-23.6494443802915, -46.60025828029149]",436,RUA PROFESSOR ARNALDO JOAO SEMERARO,340431,340431RUA PROFESSOR ARNALDO JOAO SEMERARO436SAO PAULO
2587,ACESSO AVENIDA ALCANTARA MACHADO,100.0,SAO PAULO,,,"ACESSO AVENIDA ALCANTARA MACHADO, 100, SAO PAULO","[-23.5535400302915, -46.6251702302915]",100,ACESSO AVENIDA ALCANTARA MACHADO,340567,340567ACESSO AVENIDA ALCANTARA MACHADO100SAO PAULO
2588,AVENIDA PROFESSOR FRANCISCO MORATO,120.0,SAO PAULO,,,"AVENIDA PROFESSOR FRANCISCO MORATO, 120, SAO PAULO","[-23.5743561802915, -46.70712758029149]",120,AVENIDA PROFESSOR FRANCISCO MORATO,340601,340601AVENIDA PROFESSOR FRANCISCO MORATO120SAO PAULO
2589,AVENIDA DOUTOR ANTONIO MARIA LAET,1.0,SAO PAULO,,,"AVENIDA DOUTOR ANTONIO MARIA LAET, 1, SAO PAULO","[-23.4823946802915, -46.60618178029151]",1,AVENIDA DOUTOR ANTONIO MARIA LAET,340801,340801AVENIDA DOUTOR ANTONIO MARIA LAET1SAO PAULO
2590,AVENIDA DOUTOR RICARDO JAFET,810.0,SAO PAULO,,,"AVENIDA DOUTOR RICARDO JAFET, 810, SAO PAULO","[-23.5846056802915, -46.61821698029149]",810,AVENIDA DOUTOR RICARDO JAFET,340867,340867AVENIDA DOUTOR RICARDO JAFET810SAO PAULO
2591,RUA JOAO CORDEIRO,593.0,SAO PAULO,,,"RUA JOAO CORDEIRO, 593, SAO PAULO","[-23.4944604802915, -46.7037953802915]",593,RUA JOAO CORDEIRO,341080,341080RUA JOAO CORDEIRO593SAO PAULO
2592,RUA JOSE CHURRIGUERA,70.0,SAO PAULO,,,"RUA JOSE CHURRIGUERA, 70, SAO PAULO","[-23.5877697, -46.58490219999999]",70,RUA JOSE CHURRIGUERA,341168,341168RUA JOSE CHURRIGUERA70SAO PAULO
2593,AVENIDA DAS JUNTAS PROVISORIAS,100.0,SAO PAULO,,,"AVENIDA DAS JUNTAS PROVISORIAS, 100, SAO PAULO","[-23.5889064802915, -46.5993180802915]",100,AVENIDA DAS JUNTAS PROVISORIAS,341321,341321AVENIDA DAS JUNTAS PROVISORIAS100SAO PAULO
2594,RUA ANDRE BEAUNEVEU,100.0,SAO PAULO,,,"RUA ANDRE BEAUNEVEU, 100, SAO PAULO","[-23.5360968, -46.7520809]",100,RUA ANDRE BEAUNEVEU,341600,341600RUA ANDRE BEAUNEVEU100SAO PAULO
2595,Rodovia Coronel PM Nelson Tranchesi,32.0,JANDIRA,,,"Rodovia Coronel PM Nelson Tranchesi, 32, JANDIRA","[-23.5456849802915, -46.9339228802915]",32,SP 029,341648,341648SP 02932JANDIRA
2596,VIADUTO MINISTRO ALIOMAR BALEEIRO,1.0,SAO PAULO,,,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 1, SAO PAULO","[-23.6306304802915, -46.6324127802915]",1,VIADUTO MINISTRO ALIOMAR BALEEIRO,341732,341732VIADUTO MINISTRO ALIOMAR BALEEIRO1SAO PAULO
2597,AVENIDA ROBERT KENNEDY,3686.0,SAO PAULO,,,"AVENIDA ROBERT KENNEDY, 3686, SAO PAULO","[-23.7245845802915, -46.5758904802915]",3686,AVENIDA ROBERT KENNEDY,341824,341824AVENIDA ROBERT KENNEDY3686SAO PAULO
2598,ACESSO AVENIDA DOUTOR ABRAAO RIBEIRO,247.0,SAO PAULO,,,"ACESSO AVENIDA DOUTOR ABRAAO RIBEIRO, 247, SAO PAULO","[-23.5231194802915, -46.6606207802915]",247,ACESSO AVENIDA DOUTOR ABRAAO RIBEIRO,341828,341828ACESSO AVENIDA DOUTOR ABRAAO RIBEIRO247SAO PAULO
2599,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]",1,AVENIDA VINTE E TRES DE MAIO,342034,342034AVENIDA VINTE E TRES DE MAIO1SAO PAULO
2600,AVENIDA SEN TEOTONIO VILELA  AV SEN TEOTONIO VILEL,2212.0,SAO PAULO,,,"AVENIDA SEN TEOTONIO VILELA  AV SEN TEOTONIO VILEL, 2212, SAO PAULO","[-23.7220478802915, -46.6996009802915]",2212,AVENIDA SEN TEOTONIO VILELA  AV SEN TEOTONIO VILEL,342139,342139AVENIDA SEN TEOTONIO VILELA  AV SEN TEOTONIO VILEL2212SAO PAULO
2601,Rodovia Raposo Tavares,0.0,SAO PAULO,,,"Rodovia Raposo Tavares, 0, SAO PAULO","[-23.5892479802915, -46.7523629802915]",nan,SP 270,342634,342634SP 270nanSAO PAULO
2602,RUA DOUTOR SENG,85.0,SAO PAULO,,,"RUA DOUTOR SENG, 85, SAO PAULO","[-23.56406013029151, -46.6512904302915]",85,RUA DOUTOR SENG,343114,343114RUA DOUTOR SENG85SAO PAULO
2603,AVENIDA TENENTE MARQUES,2805.0,CAJAMAR,,,"AVENIDA TENENTE MARQUES, 2805, CAJAMAR","[-23.4109940802915, -46.8500899302915]",2805,AVENIDA TENENTE MARQUES,343130,343130AVENIDA TENENTE MARQUES2805CAJAMAR
2604,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100.0,DIADEMA,,,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]",100,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,343139,343139AVENIDA FABIO EDUARDO RAMOS ESQUIVEL100DIADEMA
2605,AVENIDA DOM PEDRO II,100.0,SANTO ANDRE,,,"AVENIDA DOM PEDRO II, 100, SANTO ANDRE","[-23.6555501802915, -46.5343129802915]",100,AVENIDA DOM PEDRO II,343184,343184AVENIDA DOM PEDRO II100SANTO ANDRE
2606,Rodovia Engenheiro Renê Benedito Silva,1.0,BARUERI,,,"Rodovia Engenheiro Renê Benedito Silva, 1, BARUERI","[-23.5522144802915, -46.94018448029149]",1,SP 274,343279,343279SP 2741BARUERI
2607,PRACA NOVO MUNDO,100.0,SAO PAULO,,,"PRACA NOVO MUNDO, 100, SAO PAULO","[-23.5178600802915, -46.56966508029149]",100,PRACA NOVO MUNDO,343304,343304PRACA NOVO MUNDO100SAO PAULO
2608,AVENIDA CONDE DE FRONTIN,2900.0,SAO PAULO,,,"AVENIDA CONDE DE FRONTIN, 2900, SAO PAULO","[-23.5336333802915, -46.5298925802915]",2900,AVENIDA CONDE DE FRONTIN,343382,343382AVENIDA CONDE DE FRONTIN2900SAO PAULO
2609,ACESSO AVENIDA PADRE ANCHIETA,1.0,SAO BERNARDO DO CAMPO,,,"ACESSO AVENIDA PADRE ANCHIETA, 1, SAO BERNARDO DO CAMPO","[-23.6850229802915, -46.5686949802915]",1,ACESSO AVENIDA PADRE ANCHIETA,343490,343490ACESSO AVENIDA PADRE ANCHIETA1SAO BERNARDO DO CAMPO
2610,AVENIDA RIO BRANCO,0.0,SAO PAULO,,,"AVENIDA RIO BRANCO, 0, SAO PAULO","[-23.5419764802915, -46.6403997802915]",nan,AVENIDA RIO BRANCO,343492,343492AVENIDA RIO BRANCOnanSAO PAULO
2611,AVENIDA MARGINAL,0.0,SAO PAULO,,,"AVENIDA MARGINAL, 0, SAO PAULO","[-23.5197062802915, -46.61696518029149]",nan,AVENIDA MARGINAL,343723,343723AVENIDA MARGINALnanSAO PAULO
2612,ALAMEDA ARAGUAIA,2049.0,BARUERI,,,"ALAMEDA ARAGUAIA, 2049, BARUERI","[-23.5015612802915, -46.8416394802915]",2049,ALAMEDA ARAGUAIA,344236,344236ALAMEDA ARAGUAIA2049BARUERI
2613,ACESSO  MARIO COVAS,17.0,SAO PAULO,,,"ACESSO  MARIO COVAS, 17, SAO PAULO","[-23.5066750802915, -46.36860048029149]",17,ACESSO  MARIO COVAS,344265,344265ACESSO  MARIO COVAS17SAO PAULO
2614,ACESSO  MARIO COVAS,1.0,SAO PAULO,,,"ACESSO  MARIO COVAS, 1, SAO PAULO","[-23.5064044802915, -46.36850278029149]",1,ACESSO  MARIO COVAS,344497,344497ACESSO  MARIO COVAS1SAO PAULO
2615,"AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAO",0.0,SAO PAULO,,,"AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAO, 0, SAO PAULO","[-23.5485892802915, -46.6017081802915]",nan,"AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAO",344756,"344756AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAOnanSAO PAULO"
2616,PONTE DA VILA GUILHERME,100.0,SAO PAULO,,,"PONTE DA VILA GUILHERME, 100, SAO PAULO","[-23.5236000802915, -46.6122878802915]",100,PONTE DA VILA GUILHERME,344829,344829PONTE DA VILA GUILHERME100SAO PAULO
2617,Avenida Engenheiro Billings,101.0,SAO PAULO,,,"Avenida Engenheiro Billings, 101, SAO PAULO","[-23.5604483802915, -46.71355088029149]",101,SP 015,345064,345064SP 015101SAO PAULO
2618,Rodovia Coronel PM Nelson Tranchesi,30.0,JANDIRA,,,"Rodovia Coronel PM Nelson Tranchesi, 30, JANDIRA","[-23.5435896802915, -46.93633698029149]",30,SP 029,345316,345316SP 02930JANDIRA
2619,AVENIDA GUARAPIRANGA,100.0,SAO PAULO,,,"AVENIDA GUARAPIRANGA, 100, SAO PAULO","[-23.6707923802915, -46.73545898029151]",100,AVENIDA GUARAPIRANGA,345577,345577AVENIDA GUARAPIRANGA100SAO PAULO
2620,AVENIDA MARGINAL DO RIBEIRAO,4430.0,CARAPICUIBA,,,"AVENIDA MARGINAL DO RIBEIRAO, 4430, CARAPICUIBA","[-23.56052618029151, -46.82608078029149]",4430,AVENIDA MARGINAL DO RIBEIRAO,345724,345724AVENIDA MARGINAL DO RIBEIRAO4430CARAPICUIBA
2621,RUA JOAQUINA DE JESUS,10.0,GUARULHOS,,,"RUA JOAQUINA DE JESUS, 10, GUARULHOS","[-23.4330016802915, -46.5014978802915]",10,RUA JOAQUINA DE JESUS,345869,345869RUA JOAQUINA DE JESUS10GUARULHOS
2622,AVENIDA YOJIRO TAKAOKA,1000.0,BARUERI,,,"AVENIDA YOJIRO TAKAOKA, 1000, BARUERI","[-23.4808632802915, -46.85930468029151]",1000,AVENIDA YOJIRO TAKAOKA,346003,346003AVENIDA YOJIRO TAKAOKA1000BARUERI
2623,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,21.0,SAO PAULO,,,"AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON, 21, SAO PAULO","[-23.6286735802915, -46.6579331802915]",21,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,346171,346171AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON21SAO PAULO
2624,RUA MARECHAL DEODORO,500.0,SAO BERNARDO DO CAMPO,,,"RUA MARECHAL DEODORO, 500, SAO BERNARDO DO CAMPO","[-23.7038255802915, -46.55298528029149]",500,RUA MARECHAL DEODORO,346733,346733RUA MARECHAL DEODORO500SAO BERNARDO DO CAMPO
2625,ESTRADA DO M'BOI MIRIM,5203.0,SAO PAULO,,,"ESTRADA DO M'BOI MIRIM, 5203, SAO PAULO","[-23.6925445802915, -46.7761475802915]",5203,ESTRADA DO M'BOI MIRIM,346955,346955ESTRADA DO M'BOI MIRIM5203SAO PAULO
2626,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",10.0,SAO PAULO,,,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,, 10, SAO PAULO","[-23.645837, -46.67429728029149]",10,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",346970,"346970VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,10SAO PAULO"
2627,AVENIDA SENADOR TEOTONIO VILELA,100.0,SAO PAULO,,,"AVENIDA SENADOR TEOTONIO VILELA, 100, SAO PAULO","[-23.7037140802915, -46.7027279802915]",100,AVENIDA SENADOR TEOTONIO VILELA,347037,347037AVENIDA SENADOR TEOTONIO VILELA100SAO PAULO
