,Logradouro,Numero/KM,Município,Longitude,Latitude
217792,ACESSO CUPECE,5175,SAO PAULO,,
217816,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,,SAO PAULO,,
217829,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,
217849,RUA VOLUNTARIOS DA PATRIA,1,SAO PAULO,,
218064,ACESSO AVENIDA DO ESTADO,805,SAO CAETANO DO SUL,,
218248,RUA ANTONIO GIL,,SAO PAULO,,
218307,AVENIDA LEONIL CRE BORTOLOSSO,1,OSASCO,,
218317,AVENIDA DO ESTADO,1,SAO PAULO,,
218400,ACESSO AVENIDA DOUTOR FREDERICO MARTINS DA COSTA C,558,SAO PAULO,,
218623,ESTRADA DE ITAPECERICA,100,SAO PAULO,,
219134,ESTRADA DE ITAPECERICA,3017,EMBU DAS ARTES,,
219185,RUA PAULO AIRES,240,TABOAO DA SERRA,,
219258,AVENIDA BRIGADEIRO LUIS ANTONIO,2759,SAO PAULO,,
219892,RUA MARSELHA,458,SAO PAULO,,
220075,ACESSO AVENIDA JACUPESSEGO,1440,SAO PAULO,,
220115,AVENIDA PARAGUASSU,192,BARUERI,,
220149,VIADUTO ANTONIO ADIBE CHAMAS,10,SANTO ANDRE,,
220395,AVENIDA PRESIDENTE CASTELO BRANCO,1328,MAUA,,
220704,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100,SAO PAULO,,
220902,RUA DOM MACARIO,199,SAO PAULO,,
221334,AVENIDA DOUTOR JOSE ARTUR NOVA,1520,SAO PAULO,,
221536,AVENIDA VEREADOR JOSE DINIZ,,SAO PAULO,,
221982,AVENIDA SILVIO RIBEIRO ARAGAO,200,SAO PAULO,,
222119,SP 088,,ARUJA,,
222266,AVENIDA DAS NACOES UNIDAS,12000,SAO PAULO,,
222316,AVENIDA RUBEM BERTA,10,SAO PAULO,,
222564,PRACA GEOVANE BREDA,100,SAO BERNARDO DO CAMPO,,
222836,ACESSO AVENIDA DO ESTADO,1079,SAO CAETANO DO SUL,,
222904,AVENIDA VINTE E TRES DE MAIO,,SAO PAULO,,
223684,ACESSO VIADUTO AVENIDA SANTOS DUMONT,10,SAO PAULO,,
223716,RUA TUPA,100,ARUJA,,
224116,VIADUTO ACISA,10,SANTO ANDRE,,
224152,SP 019,13,GUARULHOS,,
224784,PRACA GAUCHA,100,SAO PAULO,,
224821,ACESSO AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,
224842,RUA JOSE MANOEL DE ALMEIDA,100,VARGEM GRANDE PAULISTA,,
225152,ACESSO PARA MARGINAL PINHEIROS EXPRESSA,10,SAO PAULO,,
225170,SP 230,273,TABOAO DA SERRA,,
225291,AVENIDA BERNARDINO DE CAMPOS,348,SAO PAULO,,
225383,AVENIDA MARGINAL DO RIO PINHEIROS,4,SAO PAULO,,
225545,RUA LEANDRO DE SEVILHA,,SAO PAULO,,
225636,SP 015,215,SAO PAULO,,
225706,AVENIDA PEDROSO DE MORAIS,1234,SAO PAULO,,
225708,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
226191,RUA PEDRO ZOLCSAK,1,SAO BERNARDO DO CAMPO,,
226475,AVENIDA VILA EMA,100,SAO PAULO,,
226499,AVENIDA YOJIRO TAKAOKA,100,SANTANA DE PARNAIBA,,
226660,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,3555,SAO PAULO,,
226714,RUA JURUBATUBA,165,SAO BERNARDO DO CAMPO,,
226905,IMIGRANTES,12,SAO PAULO,,
226926,VIADUTO DEPUTADO ANTONIO SYLVIO CUNHA BUENO,100,SAO PAULO,,
227081,ESTRADA DO M'BOI MIRIM,9983,SAO PAULO,,
227564,RETORNO  HENRIQUE EROLES,,ITAQUAQUECETUBA,,
227962,RETORNO COMPLEXO VIARIO MARIA MALUF,200,SAO PAULO,,
228372,AVENIDA LOTHAR WALDEMAR HOEHNE,100,MOGI DAS CRUZES,,
228628,AVENIDA ALDA,2451,DIADEMA,,
228700,IMIGRANTES,13,DIADEMA,,
228804,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE,,
228837,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,
229055,PONTE ARICANDUVA,10,SAO PAULO,,
229077,VIA ANHANGUERA,1,SAO PAULO,,
229126,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
229369,PONTE PRESIDENTE DUTRA,100,SAO PAULO,,
229378,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE,,
229562,ESTRADA BOI MIRIM,10113,ITAPECERICA DA SERRA,,
229623,AVENIDA CRUZEIRO DO SUL,100,SAO PAULO,,
229650,RUA DAS JUNTAS PROVISORIAS,10,SAO PAULO,,
229760,PRACA NOVO MUNDO,100,SAO PAULO,,
229766,VIADUTO DO CHA,100,SAO PAULO,,
229769,ALAMEDA ALDA,2404,SAO PAULO,,
229805,SP 015,514,SAO PAULO,,
229985,ACESSO PARA MARGINAL TIETE CENTRAL,100,SAO PAULO,,
230322,RUA FRANCISCO MARENGO,100,SAO PAULO,,
230924,ESTRADA DAS OLARIAS,100,TABOAO DA SERRA,,
230966,SP 031,12309,SUZANO,,
231162,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,,
231211,RUA PAULO CASTALDELI,472,GUARULHOS,,
231317,RUA FREI GASPAR,10,SAO BERNARDO DO CAMPO,,
231675,SP 230,288,EMBU DAS ARTES,,
231698,AVENIDA SAPOPEMBA,15613,SAO PAULO,,
231807,RUA BABILONIA,499,EMBU DAS ARTES,,
231828,AVENIDA MARGINAL DO RIBEIRAO,544,CARAPICUIBA,,
231923,RUA SIMAO CAETANO NUNES,10,SAO PAULO,,
232278,RUA ALEGRE,1316,SAO CAETANO DO SUL,,
232437,AVENIDA JOAO DIAS,799,SAO PAULO,,
232505,AVENIDA DEPUTADO EMILIO CARLOS,665,SAO PAULO,,
232693,PONTE DA VILA GUILHERME,1500,SAO PAULO,,
232772,SP 070,13,SAO PAULO,,
232854,RUA MIGUEL RACHID,,SAO PAULO,,
232922,ACESSO AVENIDA GIOVANNI GRONCHI,100,SAO PAULO,,
232948,AVENIDA YERVANT KISSAJIKIAN,3620,SAO PAULO,,
233006,VIADUTO ANTONIO ADIBE CHAMAS,100,SANTO ANDRE,,
233151,AVENIDA INTERNACIONAL,180,OSASCO,,
233154,ACESSO ESQUERDO   IMIGRANTES,1,SAO PAULO,,
233239,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
233303,AVENIDA DO ESTADO,10,SAO PAULO,,
233416,VIADUTO JULIO MESQUITA FILHO,100,SAO PAULO,,
234169,RUA ABILIO PEDRO RAMOS,,SAO PAULO,,
234252,AVENIDA ANIELO PRATICI,500,GUARULHOS,,
234390,ACESSO AVENIDA RAGUEB CHOHFI,7483,SAO PAULO,,
234420,RUA SOARES DE AVELLAR,,SAO PAULO,,
234750,AVENIDA VEREADOR JOSE DINIZ,,SAO PAULO,,
234799,RUA DOUTOR MARIANO JATATI MARCONDES FERRAZ,190,OSASCO,,
234846,AVENIDA PAULO FACINI,100,GUARULHOS,,
234856,ACESSO ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAI,1400,SAO PAULO,,
234891,AVENIDA DOUTOR JOSE FORNARI,10,SAO BERNARDO DO CAMPO,,
234892,IMIGRANTES,,SAO BERNARDO DO CAMPO,,
235351,RUA CHERIPA,,SAO PAULO,,
235483,AVENIDA JOAO VENTURA DOS SANTOS,1860,BARUERI,,
236119,AVENIDA DOUTOR JOSE FORNARI,100,SAO BERNARDO DO CAMPO,,
236533,AVENIDA PROFESSOR FRANCISCO MORATO,,SAO PAULO,,
236593,AVENIDA TRINTA E UM DE MARCO,10,SAO BERNARDO DO CAMPO,,
236659,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
236695,RUA MANUEL RODRIGUES SANTIAGO,70,FERRAZ DE VASCONCELOS,,
236749,SP 019,2,GUARULHOS,,
237452,PONTE TATUAPE,1,SAO PAULO,,
237464,AVENIDA ENGENHEIRO CAETANO ALVARES,100,SAO PAULO,,
237701,RUA BANDEIRA PAULISTA,,SAO PAULO,,
237921,ACESSO ESQUERDO   IMIGRANTES,13,SAO PAULO,,
238013,AVENIDA RAGUEB CHOHFI,100,SAO PAULO,,
238311,AVENIDA DOS ESTADOS,10300,SANTO ANDRE,,
238593,RUA PROFESSOR ALVARO PAVAN,2149,MOGI DAS CRUZES,,
238619,AVENIDA ALDA,2452,DIADEMA,,
238625,VIADUTO PROFESSOR JOSSEI TODA,10,GUARULHOS,,
238707,RUA JOSE FELIX,228,SAO PAULO,,
239122,ESTRADA DA ROSEIRA,8800,MAIRIPORA,,
239156,AVENIDA ARMANDO SALES DE OLIVEIRA,814,SUZANO,,
239169,RUA PEDRO MEDEIROS,22,SAO PAULO,,
239306,RUA DOMINGOS DE MORAIS,100,SAO PAULO,,
239384,RUA AFONSO LOPES VIEIRA,,SAO PAULO,,
239442,ACESSO AVENIDA REBOUCAS,100,SAO PAULO,,
239874,SP 230,281,EMBU DAS ARTES,,
240153,AVENIDA MARGINAL DO RIBEIRAO,5600,CARAPICUIBA,,
240335,ACESSO PARA MARGINAL TIETE CENTRAL,100,SAO PAULO,,
240371,SP 015,385,SAO PAULO,,
240398,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
240428,SP 70 OESTE,11,GUARULHOS,,
240586,AVENIDA SAPOPEMBA,2769,SAO PAULO,,
240855,SP 023,,FRANCO DA ROCHA,,
240931,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
240994,PRACA MINISTRO PEDRO CHAVES,230,SAO PAULO,,
241263,RUA DO LAVAPES,100,SAO PAULO,,
241334,AVENIDA WINSTON CHURCHIL,1679,SANTO ANDRE,,
241453,RUA DO GASOMETRO,571,SAO PAULO,,
241484,AVENIDA ROMANOFF,516,CARAPICUIBA,,
241523,PONTE TATUAPE,100,SAO PAULO,,
241552,RUA JOSE PEREIRA SOBRINHO,77,BARUERI,,
241563,RUA ROMA,672,COTIA,,
241565,RUA DO LAVAPES,,SAO PAULO,,
241692,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,,
241842,AVENIDA TRANSVERSAL SUL,1,SAO PAULO,,
241899,RUA MARSALA,,SAO PAULO,,
241945,AVENIDA NOVA ZELANDIA,381,SANTO ANDRE,,
242750,AVENIDA JORNALISTA ROBERTO MARINHO,,SAO PAULO,,
242763,AVENIDA DAS NACOES UNIDAS,150,OSASCO,,
242926,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,2000,SAO PAULO,,
242953,AVENIDA QUEIROS DOS SANTOS,1,SANTO ANDRE,,
243001,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
243119,ESTRADA VELHA DA OLARIA,3715,COTIA,,
243180,ACESSO ACESSO A  AYRTON SENNA,100,ITAQUAQUECETUBA,,
243458,RUA NOSSA SENHORA MAE DOS HOMENS,11,GUARULHOS,,
243501,ACESSO TUNEL PRESIDENTE JANIO QUADROS,10,SAO PAULO,,
243506,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,
244006,PONTE ARICANDUVA,10,SAO PAULO,,
244226,RUA LUIZ GATTI,997,SAO PAULO,,
244271,MARGINAL TIETE EXPRESSA,,SAO PAULO,,
244356,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,
244674,ALAMEDA GABRIEL MONTEIRO DA SILVA,794,SAO PAULO,,
244740,RUA DO ORFANATO,411,SAO PAULO,,
244744,AVENIDA MARGINAL DO RIBEIRAO,542,CARAPICUIBA,,
244759,ESTRADA DO CAMPO LIMPO,4237,SAO PAULO,,
245123,ESTRADA DO CAMPO LIMPO,100,SAO PAULO,,
245379,AVENIDA DOUTOR FELIPE PINEL,1800,SAO PAULO,,
245401,RUA DOIS,100,BARUERI,,
245426,MARGINAL  RAPOSO TAVARES,13,SAO PAULO,,
245637,ACESSO CUPECE,2692,SAO PAULO,,
245761,AVENIDA DOUTOR EDUARDO COTCHING,100,SAO PAULO,,
245901,AVENIDA BASSANO DEL GRAPPA,100,SAO PAULO,,
246087,IMIGRANTES,13,DIADEMA,,
246134,AVENIDA DOS ESTADOS,5825,SANTO ANDRE,,
246218,SP 015,,SAO PAULO,,
246224,RUA SARA KUBITSCHECK,962,SAO PAULO,,
246284,AVENIDA GIOVANNI GRONCHI,3107,SAO PAULO,,
246305,AVENIDA SANTOS DUMONT,10,SAO PAULO,,
246400,ACESSO PARA O VIADUTO ANTONIO ADIBE CHAMAS,1,SANTO ANDRE,,
246661,SP 348,13.4,SAO PAULO,,
246680,ESTRADA PINHEIRINHO VELHO,3200,ITAQUAQUECETUBA,,
246702,RUA REINALDO CESCHINI,215,OSASCO,,
246883,SP 066,10,ITAQUAQUECETUBA,,
246990,RUA BENEDITO SOARES CAPELO,,FRANCO DA ROCHA,,
247104,AVENIDA OTTO UNGER,100,MOGI DAS CRUZES,,
247134,ACESSO CUPECE,1110,SAO PAULO,,
247138,AVENIDA DO ESTADO,1,SAO PAULO,,
247231,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,
247326,ACESSO AVENIDA DOM PEDRO II,2111,SANTO ANDRE,,
247638,ESTRADA DE ITAPECERICA,100,SAO PAULO,,
247654,AVENIDA GENERAL EDGAR FACO,1293,SAO PAULO,,
247668,RUA MARILIA,1,ITAQUAQUECETUBA,,
247709,ESTACAO METRO CARRAO,100,SAO PAULO,,
247802,PRACA ANGELO CONTI,2917,SAO PAULO,,
248099,VIADUTO JULIO MESQUITA FILHO,100,SAO PAULO,,
248357,PONTE DO LIMAO,1,SAO PAULO,,
248706,AVENIDA INTERLAGOS,3665,SAO PAULO,,
248734,AVENIDA PRESIDENTE COSTA E SILVA,1178,SANTO ANDRE,,
248908,AVENIDA PIRAJUSSARA,3871,SAO PAULO,,
248954,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,,
249101,RUA SADAMU INOUE,5252,SAO PAULO,,
249153,AVENIDA NORDESTINA,5516,SAO PAULO,,
249310,ESTRADA MORRO GRANDE,100,COTIA,,
249824,RUA DOM LUIS,10,SAO BERNARDO DO CAMPO,,
249888,MARGINAL TIETE PISTA INTERMEDIARIA  KM8 5,,SAO PAULO,,
249945,ESTRADA DO PEQUIA,100,CARAPICUIBA,,
249992,SP 015,100,SAO PAULO,,
250248,SP 015,574,SAO PAULO,,
250389,SP 015,115.4,SAO PAULO,,
250405,AVENIDA REBOUCAS,100,SAO PAULO,,
250486,AVENIDA DOS REMEDIOS,1822,OSASCO,,
250487,ALAMEDA ALDA,102,SAO PAULO,,
250499,AVENIDA DO ESTADO,10,SAO PAULO,,
250563,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
250793,AVENIDA DOS ESTADOS,,SANTO ANDRE,,
251378,PRACA DA REPUBLICA,100,SAO PAULO,,
251412,AVENIDA LUIS RINK,1169,OSASCO,,
251555,RUA ALVARES CABRAL,645,DIADEMA,,
251873,ESTRADA CAUCAIA DO ALTO,6,VARGEM GRANDE PAULISTA,,
251913,AVENIDA MARGINAL DO RIBEIRAO,10,CARAPICUIBA,,
251941,ESTRADA DE SANTA ISABEL,1370,ARUJA,,
251982,RUA DAS JUNTAS PROVISORIAS,10,SAO PAULO,,
252346,AVENIDA CRUZEIRO DO SUL,1360,OSASCO,,
252388,SP 015,400,SAO PAULO,,
252497,ACESSO  DE ITAPECERICA,11540,SAO PAULO,,
252525,AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES,100,GUARULHOS,,
252587,AVENIDA SARAIVA,100,MOGI DAS CRUZES,,
252659,PONTE ARICANDUVA,1,SAO PAULO,,
252796,RUA FRANCISCO MARENGO,1675,SAO PAULO,,
252807,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,10232,SAO PAULO,,
253189,ESTRADA DO PEDROSO,100,SANTO ANDRE,,
253284,RUA JOSE RAMON URTIZA,100,SAO PAULO,,
253576,AVENIDA DO RIO PEQUENO,805,SAO PAULO,,
253732,AVENIDA EDUARDO PEREIRA RAMOS,126,SAO PAULO,,
253749,ESTRADA DOS ALVARENGAS,100,SAO BERNARDO DO CAMPO,,
253989,TRAVESSA TERRA TOMBADA,100,SAO PAULO,,
254047,AVENIDA PAPA JOAO PAULO I,,GUARULHOS,,
254063,SP 031,100,SUZANO,,
254117,SP 015,385,SAO PAULO,,
254188,AVENIDA ROTARY,84,DIADEMA,,
254355,PRESIDENTE DUTRA BR 116,224,SAO PAULO,,
254586,AVENIDA PRESIDENTE WILSON,6741,SAO CAETANO DO SUL,,
254614,SP 348,13,SAO PAULO,,
254795,ACESSO RUA SAO TEODORO,577,SAO PAULO,,
254957,ESTRADA SANTA INES,3,SAO PAULO,,
255220,ACESSO AVENIDA REBOUCAS,100,SAO PAULO,,
255250,AVENIDA ROQUE PETRONI JUNIOR,1424,SAO PAULO,,
255261,RUA OSVALDO COLINO,1078,OSASCO,,
255646,AVENIDA IBIRAPUERA,3144,SAO PAULO,,
255682,RUA JOSE FRANCISCO BRANDAO,745,SAO PAULO,,
255734,PONTE DO LIMAO,10,SAO PAULO,,
255837,ESTRADA ITAQUERA GUAIANAZES,100,SAO PAULO,,
256169,RUA JOSE MARQUES RIBEIRO,10,CAJAMAR,,
256409,ACESSO MIGUEL INACIO CURI,500,SAO PAULO,,
256429,ESTRADA SANTA ISABEL,735,ITAQUAQUECETUBA,,
256435,VIADUTO DO GLICERIO,1,SAO PAULO,,
256483,ACESSO PARA MARGINAL TIETE CENTRAL,10,SAO PAULO,,
256535,RUA ENGENHEIRO RANULFO PINHEIRO LIMA,,SAO PAULO,,
256536,ESTRADA DE ITAPECERICA,11600,SAO PAULO,,
256747,SP 280,1,SAO PAULO,,
256757,VIADUTO PACAEMBU,100,SAO PAULO,,
256758,AVENIDA DOUTOR FRANCISCO RANIERI,833,SAO PAULO,,
257053,RUA TOMAS RIBEIRO COLACO,61,SAO PAULO,,
257323,ESTRADA DE ITAPECERICA,100,SAO PAULO,,
257397,ACESSO AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,1,SANTO ANDRE,,
257499,ESTRADA DO ALVARENGA,906,SAO PAULO,,
257579,RUA MIGUEL RACHID,520,SAO PAULO,,
257736,AVENIDA ARMANDO BEI,100,GUARULHOS,,
257750,AVENIDA VINTE E TRES DE MAIO,100,SAO PAULO,,
257849,RUA PROFESSOR ARIOVALDO SILVA,500,SAO PAULO,,
257880,AVENIDA ALDA,2450,DIADEMA,,
258032,RETORNO   BANDEIRANTES,100,CAIEIRAS,,
258049,AVENIDA MUNICIPAL,,BARUERI,,
258213,AVENIDA NOVO HORIZONTE,,SANTO ANDRE,,
258408,AVENIDA SAO MIGUEL,4546,SAO PAULO,,
258450,AVENIDA SAPOPEMBA,24717,SAO PAULO,,
258581,RUA POMPEIA,661,BARUERI,,
258710,AVENIDA LEONIL CRE BORTOLOSSO,1,OSASCO,,
258739,RUA CHIMARRAO,59,SAO PAULO,,
258835,ESTRADA DO PEDROSO,100,SANTO ANDRE,,
259039,BR 381,,GUARULHOS,,
259046,AVENIDA RAIMUNDO PREIRA DE MAGALHAES,16850,SAO PAULO,,
259383,SP 019,100,GUARULHOS,,
259530,RUA ENGENHEIRO OSCAR AMERICANO,480,SAO PAULO,,
259553,RUA NOBREGA DE SIQUEIRA,,SAO PAULO,,
259800,AVENIDA VINTE E TRES DE MAIO,12,SAO PAULO,,
259898,RUA GUILHERME CARIJO,371,SUZANO,,
259924,ACESSO RUA BRASILEIRA,200,GUARULHOS,,
260110,AVENIDA SENADOR TEOTONIO VILELA,2465,SAO PAULO,,
260171,PONTE DO PIQUERI,100,SAO PAULO,,
260216,SP 230,276,EMBU DAS ARTES,,
260389,SP 280,13,SAO PAULO,,
260436,ACESSO AVENIDA FRANCISCO RODRIGUES FILHO,50,MOGI DAS CRUZES,,
260531,AVENIDA DO ESTADO,10,SAO PAULO,,
260693,SP 015,245,SAO PAULO,,
260849,RUA CERRO CORA,,SAO PAULO,,
260852,AVENIDA JOAO PAULO I,770,EMBU DAS ARTES,,
261195,PRACA PEDRO LESSA,1,SAO PAULO,,
261226,PRACA MINISTRO PEDRO CHAVES,1,SAO PAULO,,
261298,AVENIDA BRASIL,,POA,,
261383,RUA ARTUR PEREIRA,17,SAO PAULO,,
261575,ESTRADA CAUCAIA DO ALTO,4419,VARGEM GRANDE PAULISTA,,
261732,AVENIDA GUARAPIRANGA,4497,SAO PAULO,,
261785,ESTRADA DOS ALVARENGAS,53207,SAO BERNARDO DO CAMPO,,
261793,RUA JOAO TEODORO,560,SAO PAULO,,
262143,RUA JOSE MELONI,100,MOGI DAS CRUZES,,
262363,AVENIDA LUIZ DUMONT VILLARES,392,SAO PAULO,,
262631,AVENIDA ALCANTARA MACHADO,88,SAO PAULO,,
262759,AVENIDA JOSE GALANTE,100,SAO PAULO,,
262813,RUA RAFAEL CORREA SAMPAIO,1350,SAO CAETANO DO SUL,,
262832,PONTE JOAO DIAS,100,SAO PAULO,,
262985,RUA VITORIA DO ESPIRITO SANTO,101,SAO PAULO,,
263213,AVENIDA OTAVIO BRAGA DE MESQUITA,1972,GUARULHOS,,
263327,AVENIDA SAPOPEMBA,25500,SAO PAULO,,
263480,ESTRADA DOS ALVARENGAS,100,SAO BERNARDO DO CAMPO,,
263946,RUA ALEXANDRE NEVSKI,119,SAO PAULO,,
264150,AVENIDA VALENTIM MAGALHAES,1195,SANTO ANDRE,,
264192,AVENIDA BRIGADEIRO LUIS ANTONIO,100,SAO PAULO,,
264219,SP 015,420,SAO PAULO,,
264343,AVENIDA ESTRADA DE POA,528,FERRAZ DE VASCONCELOS,,
264510,AVENIDA SANTA MARINA,100,SAO PAULO,,
264693,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,,
264903,ACESSO AVENIDA JACU PESSEGO,100,SAO PAULO,,
264943,AVENIDA SANTA CATARINA,2000,SAO PAULO,,
264999,RUA PRUDENTE DE MORAES,10,SUZANO,,
265002,ESTRADA DO ADERNO,1442,CARAPICUIBA,,
265046,AVENIDA SANTO ANDRE,349,RIBEIRAO PIRES,,
265162,RUA VOLUNTARIOS DA PATRIA,3307,SAO PAULO,,
265512,RUA DOUTOR JOSE AUGUSTO DE QUEIROZ,3113,SAO PAULO,,
265538,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,
265753,RUA PASSOS,250,EMBU DAS ARTES,,
265800,VIADUTO SAO CARLOS,10,SAO PAULO,,
265889,VIADUTO RAPOSO TAVARES,12,SAO PAULO,,
265959,AVENIDA PAULO GUILGUER REIMBERG,2421,SAO PAULO,,
265972,AVENIDA GUARAPIRANGA,4671,SAO PAULO,,
266003,AVENIDA FERNANDO DE NORONHA,80,VARGEM GRANDE PAULISTA,,
266008,AVENIDA ESCOLA POLITECNICA,2800,SAO PAULO,,
266193,AVENIDA DOUTOR ALBERTO BENEDETE,149,SANTO ANDRE,,
266207,CAMINHO PINHEIRINHO VELHO,2036,ITAQUAQUECETUBA,,
266332,ACESSO ENGENHEIRO ORLANDO MURGEL,10,SAO PAULO,,
266513,RUA OSORIO DUQUE ESTRADA,10,OSASCO,,
266994,VALDIRIO PRISCO,86,RIBEIRAO PIRES,,
267040,RUA JOAO AMADO COUTINHO,649,SAO PAULO,,
267196,RUA DOMINGOS DE MORAIS,100,SAO PAULO,,
267383,AVENIDA JACUPESSEGO,100,SAO PAULO,,
267440,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,,
267455,AVENIDA SANTO AMARO,2626,SAO PAULO,,
267539,RUA SILVA BUENO,1873,SAO PAULO,,
267698,AVENIDA DOS BANDEIRANTES,100,SAO PAULO,,
267721,RUA RIBEIRAO,16,CARAPICUIBA,,
267727,AVENIDA ALCIDES SANGIRARDI,,SAO PAULO,,
267891,AVENIDA MARGINAL CSU,1598,CARAPICUIBA,,
268165,ACESSO CUPECE,2730,SAO PAULO,,
268300,AVENIDA PEDRO ALVARES CABRAL,100,SAO PAULO,,
268310,AVENIDA MARGINAL CSU,1598,CARAPICUIBA,,
268617,ESTRADA CAUCAIA DO ALTO,7,VARGEM GRANDE PAULISTA,,
268900,RUA OTAVIO MARQUES,117,SANTO ANDRE,,
269034,AVENIDA PRESIDENTE COSTA E SILVA,1178,SANTO ANDRE,,
269108,ESTRADA MORRO GRANDE,100,COTIA,,
269122,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
269252,ESTRADA CAUCAIA DO ALTO,3201,COTIA,,
269358,ACESSO MIGUEL INACIO CURI,100,SAO PAULO,,
269362,ESTRADA BENEDITO CESARIO DE OLIVEIRA,1671,TABOAO DA SERRA,,
269373,SP 031,433,SUZANO,,
269384,SP 280,1,SAO PAULO,,
269405,RUA FRANCISCO BORGES,126,SAO PAULO,,
269509,RUA NICOLAS LANCRET,2456,SAO PAULO,,
269518,SP 015,326,SAO PAULO,,
269534,SP 015,,SAO PAULO,,
269602,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
269610,RUA DOUTOR LUIZ AYRES,,SAO PAULO,,
269833,ESTRADA AGUA CHATA,2200,GUARULHOS,,
269837,AVENIDA JACUPESSEGO,100,SAO PAULO,,
269864,AVENIDA AFFONSO DESCRAGNOLLE TAUNAY,3800,SAO PAULO,,
269868,AVENIDA GUIDO CALOI,100,SAO PAULO,,
270015,AVENIDA NOSSA SENHORA DA ASSUNCAO,,SAO PAULO,,
270115,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,
270263,ACESSO ANHANGUERA,11700,SAO PAULO,,
270325,AVENIDA ODAIR PACHECO PEDROSO,100,COTIA,,
270443,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
270486,RUA NELSOM FERREIRA DA COSTA,10,ITAPEVI,,
270579,RUA BAUMANN,,SAO PAULO,,
270918,ESTRADA DO LAGEADO VELHO,495,SAO PAULO,,
271081,RUA CAPITANIAS HEREDITARIAS,980,SAO PAULO,,
271516,VIADUTO CARLOS FERRACI,1,SAO PAULO,,
271598,ESTACAO METRO ARTUR ALVIM,10,SAO PAULO,,
271766,AVENIDA RENOVA DOS SANTOS,100,ARUJA,,
271771,ESTRADA ALBINO MARTELO,100,GUARULHOS,,
271788,AVENIDA CALIM EID,,SAO PAULO,,
272012,AVENIDA JACUPESSEGO,100,SAO PAULO,,
272174,RUA ANTONIO DIAS ADORNO,65,DIADEMA,,
272229,RETORNO COMPLEXO VIARIO MARIA MALUF,10,SAO PAULO,,
272362,AVENIDA MARECHAL TITO,,SAO PAULO,,
272369,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
272376,ACESSO A  RAPOSO TAVARES,29,COTIA,,
272377,RUA BELGRADO,,SAO PAULO,,
272379,AVENIDA DOS NACIONALISTAS,355,SAO PAULO,,
272385,RUA SILVA BUENO,2727,SAO PAULO,,
272391,PRESIDENTE DUTRA,100,GUARULHOS,,
272392,SP 280,1,SAO PAULO,,
272396,RUA DOS CALANGOS,100,SAO PAULO,,
272401,AVENIDA THOMAS MORGAN,74,SAO PAULO,,
272402,MARGINAL  RAPOSO TAVARES,14,SAO PAULO,,
272422,RUA SANTO ANTONIO,874,SAO PAULO,,
272535,SP 015,574,SAO PAULO,,
272784,AVENIDA BRIGADEIRO LUIS ANTONIO,4315,SAO PAULO,,
272787,AVENIDA DEPUTADO CANTIDIO SAMPAIO,4278,SAO PAULO,,
272794,RUA HELOISA,182,GUARULHOS,,
272806,RUA SILVA JARDIM,438,SAO PAULO,,
272829,AVENIDA MARIANA DE SOUZA GUERRA,59,SAO PAULO,,
273211,AVENIDA VINTE E TRES DE MAIO,,SAO PAULO,,
