,Logradouro,Numero/KM,Município
44629,RUA JOAO BASSO,232,SAO BERNARDO DO CAMPO
44641,AVENIDA DOS AUTONOMISTAS,6794,OSASCO
44650,AVENIDA ANGELINA,13,SAO PAULO
44714,AVENIDA JOAO RAMALHO,9,MAUA
44715,AVENIDA GUIDO CALOI,100,SAO PAULO
44731,AVENIDA MERCURIO,,SAO PAULO
44732,AVENIDA CORREDOR ABD,100,DIADEMA
44733,RUA PICO DO JARAGUA,10,SAO PAULO
44735,RUA SIMONE DE BEAUVOIR,196,SAO BERNARDO DO CAMPO
44736,ESTRADA GALVAO BUENO,4970,SAO BERNARDO DO CAMPO
44737,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100,SAO PAULO
44738,RUA DOUTOR ODILON,,SAO PAULO
44739,AVENIDA GIOVANNI GRONCHI,4381,SAO PAULO
44740,AVENIDA PACAEMBU,378,SAO PAULO
44741,DEBORA OLIVEIRA DE ALMEIDA,521,GUARULHOS
44742,RUA JARACATIA,355,SAO PAULO
44743,RUA COLEGIO PIO XII,12,SAO PAULO
44744,AVENIDA FUAD LUTFALLA,1005,SAO PAULO
44761,AVENIDA DOS REMEDIOS,761,OSASCO
44765,AVENIDA IMPERATRIZ LEOPOLDINA,800,SAO PAULO
44804,SP 015,514,SAO PAULO
44823,AVENIDA TIRADENTES,199,GUARULHOS
44879,SP 070,13,SAO PAULO
44886,RUA SANTO BERTOLDO,,RIBEIRAO PIRES
44894,RUA DOS VIANAS,3153,SAO BERNARDO DO CAMPO
44896,RUA GENDIROBA,,SAO PAULO
44903,RUA DA MOOCA,,SAO PAULO
44911,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,13601,SAO PAULO
44912,AVENIDA JACUPESSEGO,2156,SAO PAULO
44913,ACESSO PARA MARGINAL TIETE CENTRAL,100,SAO PAULO
44975,AVENIDA CELSO GARCIA,499,SAO PAULO
44990,SP 019,100,GUARULHOS
45002,AVENIDA ARICANDUVA,,SAO PAULO
45003,SP 015,557,SAO PAULO
45009,AVENIDA ARTUR DE QUEIROS,276,SANTO ANDRE
45082,MARGINAL PINHEIROS EXPRESSA,8.5,SAO PAULO
45141,ESTRADA DE ITAPECERICA,1000,EMBU DAS ARTES
45150,RUA MARTINS FONTES,100,SAO PAULO
45162,RUA PROFESSOR AZEVEDO ANTUNES,,SAO PAULO
45163,AVENIDA PROFESSOR FRANCISCO MORATO,4141,SAO PAULO
45177,PRACA ANTONIO ASSIS PEREIRA,100,SAO PAULO
45221,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
45228,AVENIDA REBOUCAS,100,SAO PAULO
45229,ESTRADA VELHA DE ITAPEVI,1,BARUERI
45243,AVENIDA JOAO DIAS,5168,SAO PAULO
45265,AVENIDA MARECHAL TITO,2814,SAO PAULO
45289,AVENIDA DAS NACOES UNIDAS,21600,SAO PAULO
45321,VIADUTO DO CHA,10,SAO PAULO
45338,AVENIDA ELIAS YAZBEK,383,EMBU DAS ARTES
45341,ACESSO PARA A  ANHANGUERA,21700,SAO PAULO
45348,RUA MIGUEL ANGELO REINA,362,TABOAO DA SERRA
45354,AVENIDA BRASIL,1169,COTIA
45424,RUA MANUEL BICUDO DE AGUIRRE,36,SAO PAULO
45473,SP 015,100,SAO PAULO
45508,RUA PEDRO ESCOBAR,1100,SAO PAULO
45589,SP 015,235,SAO PAULO
45593,PONTE BERNARDO GOLDFARB,100,SAO PAULO
45595,SP 70 OESTE,15,GUARULHOS
45642,AVENIDA OTAVIO BRAGA DE MESQUITA,2649,GUARULHOS
45643,AVENIDA PIRAPORINHA,993,DIADEMA
45645,RUA MARECHAL DEODORO,,SAO PAULO
45646,AVENIDA SANTOS DUMONT,100,SAO PAULO
45652,RUA SANTA FILOMENA,677,SAO BERNARDO DO CAMPO
45657,AVENIDA DOS OURIVES,10,SAO PAULO
45715,AVENIDA VEREADOR JOSE DINIZ,1,SAO PAULO
45724,VIADUTO DEPUTADO ULYSSES GUIMARAES,10,SAO PAULO
45728,SP 015,,SAO PAULO
45729,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE
45778,AVENIDA JUSCELINO KUBITSCHECK,1490,SAO BERNARDO DO CAMPO
45785,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,4272,SAO PAULO
45786,ACESSO  M BOI MIRIM,3.6,SAO PAULO
45787,ESTRADA GUAVIRUTUBA,1300,SAO PAULO
45791,AVENIDA RAGUEB CHOHFI,100,SAO PAULO
45802,ESTRADA DO PEDROSO,100,SANTO ANDRE
45856,ROSELANDIA,,ITAPEVI
45871,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,2118,SAO PAULO
45873,VIADUTO VINTE E CINCO DE MARCO,1,SAO PAULO
45875,ESTRADA PIRAJUSSARA VALO VELHO,100,SAO PAULO
45878,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO
45888,AVENIDA MARGINAL DO RIBEIRAO,3852,CARAPICUIBA
45889,AVENIDA PRESTES MAIA,13445,SANTO ANDRE
45898,VIADUTO CONSELHEIRO CARRAO,100,SAO PAULO
45901,AVENIDA NOVE DE JULHO,10,SAO PAULO
45976,AVENIDA ATLANTICA,1150,SAO PAULO
45988,AVENIDA SALIM FARAH MALUF,3760,SAO PAULO
45990,RETORNO COMPLEXO VIARIO MARIA MALUF,100,SAO PAULO
45995,AVENIDA DO ESTADO,2100,SAO PAULO
46067,AVENIDA BRIGADEIRO FARIA LIMA,10,GUARULHOS
46090,SP 015,,SAO PAULO
46164,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE
46168,AVENIDA ALDA,2156,DIADEMA
46170,ALAMEDA SANTO AMARO,2060,SAO PAULO
46176,RUA JOSE FELIX DE OLIVEIRA,1197,COTIA
46177,AVENIDA CARLOS BARBOSA SANTOS,314,SAO PAULO
46187,RUA MANUEL RODRIGUES SANTIAGO,100,FERRAZ DE VASCONCELOS
46250,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,1,OSASCO
46266,RUA MANOEL ANTONIO GOMES,383,CAJAMAR
46267,AVENIDA PAULISTA,,SAO PAULO
46273,AVENIDA SANTOS DUMONT,10,SAO PAULO
46278,VIADUTO POMPEIA,100,SAO PAULO
46338,SP 070,,GUARULHOS
46342,AVENIDA CONDE FRANCISCO MATARAZZO,,SAO CAETANO DO SUL
46347,AVENIDA ITAPARK,1200,MAUA
46348,RUA PADRE JOAO MANUEL,974,SAO PAULO
46352,AVENIDA DO CURSINO,4815,SAO PAULO
46353,RUA RIBEIRAO PRETO,266,GUARULHOS
46406,ESTRADA DO CAMPO LIMPO,100,SAO PAULO
46412,RUA JOAO DO ESPIRITO SANTO,138,SAO PAULO
46413,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,6600,DIADEMA
46498,AVENIDA RIO DAS PEDRAS,4039,SAO PAULO
46509,RUA CHICO MENDES,1302,BARUERI
46588,AVENIDA LOTHAR WALDEMAR HOEHNE,100,MOGI DAS CRUZES
46601,AVENIDA SANTOS DUMONT,10,SAO PAULO
46609,AVENIDA MARGINAL DO RIO PINHEIROS,1,SAO PAULO
46611,AVENIDA BARRO BRANCO,1,SAO PAULO
46620,AVENIDA MARGINAL DO RIBEIRAO,600,CARAPICUIBA
46655,RUA SOLDADO ANTONIO MARTINS OLIVEIRA,2525,GUARULHOS
46701,ALAMEDA JAU,,SAO PAULO
46717,RUA LOEFGREEN,390,SAO PAULO
46763,ACESSO SAO MIGUEL,7199,SAO PAULO
46785,RUA VOLUNTARIOS DA PATRIA,1,SAO PAULO
46795,RUA PEDRO CACUNDA,41,SAO PAULO
46796,AVENIDA BARAO DE MAUA,22,MAUA
46798,ESTRADA DOS ROMEIROS,102,BARUERI
46841,AVENIDA JACUPESSEGO,100,SAO PAULO
46852,ESTRADA DE ITAPECERICA,100,SAO PAULO
46917,AVENIDA NOVA CANTAREIRA,1270,SAO PAULO
46948,SP 015,175,SAO PAULO
46964,ACESSO CRUZEIRO DO SUL,133,SAO PAULO
47003,AVENIDA ITAQUERA,1,SAO PAULO
47055,AVENIDA MARGINAL DO RIBEIRAO,1580,CARAPICUIBA
47056,SP 070,,GUARULHOS
47064,AVENIDA DONA RUICE FERRAZ ALVIN,100,DIADEMA
47068,AVENIDA SAPOPEMBA,7402,SAO PAULO
47166,VIADUTO PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,5,MAUA
47175,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE
47184,AVENIDA ITAQUERA,5000,SAO PAULO
47271,ACESSO PARA  AIRTON SENA DA SILVA,,GUARULHOS
47357,AVENIDA SAO JOAO,100,SAO PAULO
47365,RUA CASTRO VERDE,1,SAO PAULO
47369,RUA SILVA TELES,1790,SAO PAULO
47449,PRACA DOS EXPEDICIONARIOS,100,SAO BERNARDO DO CAMPO
47452,PARQUE RAPOSO TAVARES,13,SAO PAULO
47505,MARGINAL MARGINAL TIETE CENTRAL,1,SAO PAULO
47508,RUA TORIBATE,1,SAO PAULO
47509,AVENIDA WASHINGTON LUIS,,SAO PAULO
47520,RUA QUARARIBEIA,199,SAO PAULO
47522,AVENIDA JOSE PINHEIRO BORGES,1,SAO PAULO
47674,RUA SANTO ANTONIO DE OSSELA,816,SAO PAULO
47682,RUA BRESSER,1401,SAO PAULO
47686,AVENIDA ANTONIA ROSA FIORAVANTE,100,MAUA
47694,AVENIDA JACUPESSEGO,100,SAO PAULO
47695,ESTRADA DOS ALVARENGAS,88008,SAO BERNARDO DO CAMPO
47703,CONTORNO RADIAL LESTE OESTE,450,SAO PAULO
47707,AVENIDA AMADOR BUENO DA VEIGA,100,SAO PAULO
47710,RUA ENG JOSE CRUZ DE OLIVEIRA,20,SAO PAULO
47794,AVENIDA MARGINAL DO RIO PINHEIROS,1,SAO PAULO
47796,ESTRADA DE ITAPECERICA,1,SAO PAULO
47798,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100,SAO PAULO
47824,ESTRADA DO M'BOI MIRIM,6831,SAO PAULO
47828,ESTRADA KEISHI MATSUMOTO,500,EMBU DAS ARTES
47857,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO
47886,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,8,SAO PAULO
47887,VIADUTO RAPOSO TAVARES,3,SAO PAULO
47893,AVENIDA SANTOS DUMONT,100,SAO PAULO
47895,AVENIDA DOUTOR JOSE FORNARI,100,SAO BERNARDO DO CAMPO
47900,RUA FRANCISCO DE OLIVEIRA,25,SAO PAULO
47926,RUA HENRY CHARLES POTEL,,SAO PAULO
47974,AVENIDA INTERLAGOS,6538,SAO PAULO
47980,R SETE DE SETEMBRO  CENTRO  R SETE DE SETEMBRO,610,GUARULHOS
47986,RUA JOAQUIM NABUCO,1652,SAO PAULO
47991,SP 015,345,SAO PAULO
48040,ESTRADA CANAL DE COCAIA,1946,SAO PAULO
48041,AVENIDA OLAVO FONTOURA,,SAO PAULO
48042,AVENIDA PIRAPORINHA,1,SAO BERNARDO DO CAMPO
48048,ESTRADA PIRAJUSSARA VALO VELHO,440,SAO PAULO
48060,PRACA NICOLA VIVILECHIO,2,TABOAO DA SERRA
48062,AVENIDA JOAO VINTE E TRES,1128,SAO PAULO
48064,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
48068,RUA MIGUEL ANGELO LAPENA,255,SAO PAULO
48074,ESTRADA KEISHI MATSUMOTO,1867,EMBU DAS ARTES
48123,AVENIDA DO TABOAO,2,SAO BERNARDO DO CAMPO
48124,AVENIDA EUSEBIO MATOSO,,SAO PAULO
48143,ESTRADA CUMBICA,410,SAO PAULO
48152,RUA DOS TRILHOS,100,SAO PAULO
48179,AVENIDA SANTOS DUMONT,10,GUARULHOS
48181,RUA JOSE PORFIRIO DE SOUZA,856,SAO PAULO
48184,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU",,SAO PAULO
48188,AVENIDA BENEDITA FRANCO DA VEIGA,100,MAUA
48204,AVENIDA OSVALDO VALLE CORDEIRO,1,SAO PAULO
48227,ESTRADA DOS ALVARENGAS,4578,SAO BERNARDO DO CAMPO
48228,AVENIDA ANTONELO DA MESSINA,3770,SAO PAULO
48240,AVENIDA REBOUCAS,100,SAO PAULO
48245,AVENIDA CONDE DE FRONTIN,1,SAO PAULO
48325,AVENIDA UNIVERSITARIO,10,SANTANA DE PARNAIBA
48330,RUA SILVINO DE GODOY,,SAO PAULO
48335,IMIGRANTES,20,DIADEMA
48336,VIADUTO BRESSER,10,SAO PAULO
48337,AVENIDA YOJIRO TAKAOKA,100,SANTANA DE PARNAIBA
48338,RUA DOS MERCANTEIS,834,SAO PAULO
48352,ALAMEDA ARAGUAIA,99,BARUERI
48354,ESTRADA DO PORTAO DA RONDA,2950,SUZANO
48431,RUA IGUASSU,,SAO CAETANO DO SUL
48432,PONTE PRESIDENTE DUTRA,739,SAO PAULO
48438,COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI,10,SAO PAULO
48472,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
48510,RUA GERALDO AUGUSTO DA SILVA,593,GUARULHOS
48513,AVENIDA ALCANTARA MACHADO,,SAO PAULO
48515,SAIDA 23 A PQSHOPPING   PRESIDENTE CASTEL,,BARUERI
48525,RUA JERUSALEM,586,EMBU DAS ARTES
48529,PRACA PANAMERICANA  ALTO DE PINHEIROS  PRACA PAN,100,SAO PAULO
48534,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO",100,SAO PAULO
48535,AVENIDA SUPLICY,399,GUARULHOS
48539,AVENIDA BRIGADEIRO LUIS ANTONIO,100,SAO PAULO
48586,RUA CHICO MENDES,100,TABOAO DA SERRA
48594,AVENIDA PAULO FACINI,100,GUARULHOS
48603,AVENIDA PACAEMBU,100,SAO PAULO
48614,RUA BENTO BRANCO DE ANDRADE FILHO,1,SAO PAULO
48648,AVENIDA UTARO KANAI,600,SAO PAULO
48650,RUA JOAO CACHOEIRA,899,SAO PAULO
48673,VIELA URGA,100,GUARULHOS
48726,"SHOPPING TABOAO  ROD REGIS BITTENCOURT, 2643",100,TABOAO DA SERRA
48729,"AVENIDA PAULO AYRES  AV PAULO AYRES, TABOAO DA SERRA",,TABOAO DA SERRA
48739,AVENIDA ANTONIO MANOGRASSO,,SAO PAULO
48789,PONTE DOS REMEDIOS,1,SAO PAULO
48805,RUA AMARAL GURGEL,502,SAO PAULO
48817,PARQUE RAPOSO TAVARES,17,SAO PAULO
48931,AVENIDA IMPERATRIZ LEOPOLDINA,435,SAO PAULO
48974,RUA HAMILTON FERNANDES,30,TABOAO DA SERRA
48975,ESTRADA DO CAMPO LIMPO,100,SAO PAULO
48987,SP 348,14.3,SAO PAULO
48999,AVENIDA ONIX,100,OSASCO
49001,ACESSO AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,1,SANTO ANDRE
49003,PONTE PRESIDENTE DUTRA,100,SAO PAULO
49005,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA
49075,AVENIDA DAS NACOES,13,SANTO ANDRE
49093,RUA PLUTAO,488,OSASCO
49095,AVENIDA DO ESTADO,1,SAO PAULO
49105,RUA SANTA CRUZ,328,SAO PAULO
49107,VIADUTO BRESSER,1,SAO PAULO
49135,AVENIDA JACUPESSEGO,100,SAO PAULO
49253,SEM TIPO MIGUEL INACIO CURI,7426,SAO PAULO
49340,ESCOLA DE ARTES  CIENCIAS E HUMANIDADES DA UNIVERS,,SAO PAULO
49396,AVENIDA BARONESA DE MURITIBA,680,SAO PAULO
49399,AVENIDA SALIM FARAH MALUF,100,SAO PAULO
49409,AVENIDA VEREADOR JOSE DINIZ,100,SAO PAULO
49433,ACESSO AVENIDA ANTONIO ESTEVAO DE CARVALHO,1990,SAO PAULO
49462,AVENIDA MARIA CAMPOS,10,OSASCO
49463,AVENIDA JORGE RODRIGUES PASCOALINE  AV JORGE RODRIGU,115,TABOAO DA SERRA
49469,AVENIDA YOJIRO TAKAOKA,3501,BARUERI
49471,AVENIDA PACAEMBU,100,SAO PAULO
49502,AVENIDA DAS JUNTAS PROVISORIAS,100,SAO PAULO
49542,"CEMITERIO DA SAUDADE  AVENIDA PIRES DO RIO, 1441",,SAO PAULO
49551,RUA VEREADOR JOAO BATISTA FITIPALDI,2505,SUZANO
49553,AVENIDA BRIGADEIRO FARIA LIMA,1,SAO PAULO
49613,TUNEL FERNANDO VIEIRA DE MELLO  PINHEIROS  TUNEL,1,SAO PAULO
49626,VIADUTO TERESA DELTA,100,SAO BERNARDO DO CAMPO
49630,ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ,,SAO PAULO
49631,AVENIDA PREFEITO ANGELO CELEGUIM,100,FRANCO DA ROCHA
49693,AVENIDA ELISEU DE ALMEIDA,2251,SAO PAULO
49696,RUA UM,4725,CAJAMAR
49699,AVENIDA MARGINAL,100,CARAPICUIBA
49708,EE PROFA MARIA JANNUZZI MASCARI  ESTR DE ITAPEC,100,SAO PAULO
49773,RUA PROFESSOR LUIS BARBOSA,,SAO PAULO
49774,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE
49775,MARGINAL PINHEIROS,10,SAO PAULO
49849,AVENIDA SALIM FARAH MALUF,1,SAO PAULO
49859,RUA IGUATAMA,,SAO PAULO
49861,AVENIDA DO ORATORIO,10,SAO PAULO
49863,AVENIDA ARICANDUVA,1,SAO PAULO
49864,AVENIDA JAPAO,260,MOGI DAS CRUZES
49910,AVENIDA CARLOS LACERDA,2010,SAO PAULO
49913,ESTRADA VEREDAS,100,ITAPECERICA DA SERRA
49914,RUA AUGUSTO JOSE AVANCINI,1,SAO PAULO
49919,SP 015,304,SAO PAULO
49924,VIADUTO ANTONIO ADIBE CHAMAS,1,SANTO ANDRE
49937,AVENIDA ALCANTARA MACHADO,,SAO PAULO
49943,ESTRADA ITAQUAQUECETUBA,8842,SAO PAULO
50007,AVENIDA PAULISTA,7,SAO PAULO
50008,AVENIDA DOS BANDEIRANTES,,SAO PAULO
50023,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO
50024,AVENIDA LUIZ DUMONT VILLARES,100,SAO PAULO
50084,RUA CUNHA BUENO,34,CARAPICUIBA
50085,ACESSO AVENIDA DOUTOR ULISSES GUIMARAES,1,DIADEMA
50087,IMIGRANTES,1,SAO PAULO
50090,AVENIDA ANTONELO DA MESSINA,,SAO PAULO
50106,PARQUE RAPOSO TAVARES,19000,SAO PAULO
50111,AVENIDA CASA VERDE,1267,SAO PAULO
50164,RUA SOLDADO CRISTOVAO MORAIS GARCIA,100,SAO PAULO
50165,MOGI  DUTRA,10,MOGI DAS CRUZES
50171,SP 015,190,SAO PAULO
50175,SP 015,444,SAO PAULO
50180,ESTRADA DE ITAPECERICA,23480,SAO PAULO
50187,SP 015,284,SAO PAULO
50244,AVENIDA DOUTOR HUGO BEOLCHI,1,SAO PAULO
50302,ACESSO  M BOI MIRIM,5.6,SAO PAULO
50303,RUA CHAPADA DE MINAS,210,SAO PAULO
50305,PONTE DO PIQUERI  PRACA COMENDADOR HIADA TORLAY,10,SAO PAULO
50306,RUA TAUBATE,91,ITAQUAQUECETUBA
50317,AVENIDA SANTOS DUMONT,1,SAO PAULO
50318,"PTE ENG ARI TORRES  PTE ENG ARI TORRES, SAO P",1,SAO PAULO
50324,RUA NICOLAU GENTILE,,TABOAO DA SERRA
50368,AVENIDA MARGINAL TIETE,100,SAO PAULO
50370,AVENIDA DIAMANTINA,186,FRANCISCO MORATO
50392,RUA JOAO CACHOEIRA,1562,SAO PAULO
50430,RUA IOLANDA MAHALI,1010,SANTANA DE PARNAIBA
50434,AVENIDA SENADOR TEOTONIO VILELA,100,SAO PAULO
50445,ESTR DO VARADOURO  ESTR DO VARADOURO  SANTA ISA,,SANTA ISABEL
50450,PRACA MIGUEL ABRAHAO  VILA ARICANDUVA  PRACA MIG,1,SAO PAULO
50517,AVENIDA INTERLAGOS,,SAO PAULO
50522,IMIGRANTES,7,SAO PAULO
50526,AVENIDA FRANCISCO FERREIRA LOPES,100,MOGI DAS CRUZES
50622,RUA MARIA TERESA,99,SAO PAULO
50625,VIADUTO DOS BANDEIRANTES,100,SAO PAULO
50627,ESTRADA DOS ALVARENGAS,601,SAO BERNARDO DO CAMPO
50628,RUA BRASILIO RODRIGUES,187,SANTO ANDRE
50631,PONTE ARICANDUVA,100,SAO PAULO
50641,AVENIDA ESCOLA POLITECNICA,100,SAO PAULO
50702,MARGINAL PINHEIROS,100,SAO PAULO
50705,AVENIDA PRINCIPE DE GALES,3190,SANTO ANDRE
50724,"PARQUE SHOPPING MAIA  AVENIDA BARTOLOMEU DE CARLOS, 2",,GUARULHOS
50785,AVENIDA PEDRO ALVARES CABRAL,100,SAO PAULO
50793,AVENIDA OTAVIO BRAGA DE MESQUITA,,GUARULHOS
50805,RUA MIGUEL YUNES,115,SAO PAULO
50868,RUA POVOADO DO RIO NOVO,1778,SAO PAULO
50871,AVENIDA GOIAS,100,SAO CAETANO DO SUL
50874,AVENIDA DOS AUTONOMISTAS,100,OSASCO
50877,RUA CARLOS VICARI,271,SAO PAULO
50881,AVENIDA YERVANT KISSAJIKIAN,2248,SAO PAULO
50918,ESTRADA DE BONSUCESSO,2600,GUARULHOS
50931,CENTRAL PLAZA SHOPPING  AVENIDA DR FRANCISCO MESQUIT,1836,SAO PAULO
50998,ACESSO 15 DE NOVEMBRO,,FERRAZ DE VASCONCELOS
51000,RUA VISCONDE DE SOUSA FRANCO,100,SAO PAULO
51007,ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO
51013,SP 280,,OSASCO
51023,MARGINAL TIETE PISTA EXPRESSA KM 18,,SAO PAULO
51024,AVENIDA PRESIDENTE KENEDY,1259,SAO PAULO
51097,RUA TITA RUFFO,759,SAO PAULO
51099,AVENIDA DOS METALURGICOS,100,SAO PAULO
51101,RUA PADRE MANUEL LUIS DE VERGUEIRO,867,SAO PAULO
51106,ACESSO DOUTOR EDUARDO COTCHING,1790,SAO PAULO
51108,ACESSO AVENIDA VINTE E TRES DE MAIO,100,SAO PAULO
51111,AVENIDA NELSON BRAIDO,10,SAO CAETANO DO SUL
51122,AVENIDA ARICANDUVA,14000,SAO PAULO
51132,VIADUTO ENG ALBERTO BADRA  VIADUTO ENG ALBERTO,100,SAO PAULO
51175,BR 381,100,SAO PAULO
51177,SP 348,14.9,SAO PAULO
51181,AVENIDA SARGENTO GERALDO SANTANA,1628,SAO PAULO
51184,RUA CAFE FILHO,35026,SAO BERNARDO DO CAMPO
51192,AVENIDA VITOR GABRIEL,3284,SAO PAULO
51259,SP 280,10,SAO PAULO
51273,RUA JOSE MASCARENHAS,,SAO PAULO
51277,RUA ALAGOAS,9999999,SAO PAULO
51329,AVENIDA SENADOR TEOTONIO VILELA,8500,SAO PAULO
51330,COLEGIO REGINA MUNDI  R MARQUES DE LAGES  2002,,SAO PAULO
51332,COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR,100,SAO PAULO
51336,AVENIDA PRESTES MAIA,900,SAO PAULO
51340,ESTRADA DO M'BOI MIRIM,1663,SAO PAULO
51347,RUA SANTA CRUZ,1801,SAO PAULO
51348,ROMEIROS KM 37,,SANTANA DE PARNAIBA
51408,AVENIDA EDU CHAVES,553,SAO PAULO
51425,AVENIDA GETULIO VARGAS,,OSASCO
51478,AVENIDA ARICANDUVA,10300,SAO PAULO
51486,AVENIDA RIO DAS PEDRAS,,SAO PAULO
51488,IMIGRANTES,10,DIADEMA
51583,AVENIDA LUIZ DUMONT VILLARES,707,SAO PAULO
51585,AVENIDA PREFEITO CARLOS FERREIRA LOPES,100,MOGI DAS CRUZES
51657,ESTRADA SAPOPEMBA,100,MAUA
51658,RUA ALDEIA DOS MACHACALIS,196,SAO PAULO
51659,AVENIDA MARECHAL TITO,1817,SAO PAULO
51669,AVENIDA SALIM FARAH MALUF,100,SAO PAULO
51670,RUA JERUSALEM,1234,EMBU DAS ARTES
51672,AVENIDA CUPECE,,SAO PAULO
51675,SP 031,12588,SUZANO
51682,SP 150,99,SAO PAULO
51750,RUA SAO PASCAL,269,SAO PAULO
51778,ACESSO AVENIDA AVENIDA RAGUEB CHOHFI,100,SAO PAULO
51836,ESTRADA BELA VISTA,100,SANTANA DE PARNAIBA
51846,AVENIDA JACUPESSEGO,100,SAO PAULO
51855,PARQUE RAPOSO TAVARES,10,SAO PAULO
51927,RUA VINTE E UM DE MARCO,100,FRANCISCO MORATO
51929,RUA BELISARIO JOSE DE OLIVEIRA,112,EMBU DAS ARTES
51935,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA
51943,VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE,61,OSASCO
51950,AVENIDA SENADOR TEOTONIO VILELA,100,SAO PAULO
52028,RUA AUGUSTA,100,SAO PAULO
52031,ESTRADA DO M'BOI MIRIM,1662,SAO PAULO
52080,IMIGRANTES,15,DIADEMA
52084,AVENIDA NORDESTINA,3389,SAO PAULO
52085,"SHOPPING D  AVENIDA CRUZEIRO DO SUL, 1100",1,SAO PAULO
52091,ESTRADA DE ITAPECERICA,2508,EMBU DAS ARTES
52101,"SAO PAULO AIRPORT MARRIOTT HOTEL  AVE, AVENIDA MIN E",,GUARULHOS
52154,RUA ERNEST RENAM,10,SAO PAULO
52155,IMIGRANTES,10,DIADEMA
52177,RETORNO AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CAS,2979,GUARULHOS
52258,RUA CAPITAO JOSE GALO,1363,RIBEIRAO PIRES
52261,ACESSO AVENIDA ALCANTARA MACHADO,,SAO PAULO
52264,SP 015,,SAO PAULO
52279,ESTRADA DE ITAPECERICA,3516,SAO PAULO
52282,ACESSO AVENIDA PROFESSOR FRANCISCO MORATO,100,SAO PAULO
52328,RUA GERALDO ALVES DE CARVALHO,332,SAO PAULO
52329,AVENIDA JOAO FIRMINO,1520,SAO BERNARDO DO CAMPO
52332,AVENIDA MARECHAL TITO,100,SAO PAULO
52408,SP,,SAO PAULO
52409,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,1300,DIADEMA
52411,SP 330,10,SAO PAULO
52413,VIADUTO  MARIO COVAS,,SAO PAULO
52416,ACESSO AVENIDA PADRE ANCHIETA,10,SAO BERNARDO DO CAMPO
52424,AVENIDA JOSE PINHEIRO BORGES,4993,SAO PAULO
52425,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,1,OSASCO
52427,AVENIDA JOSE PINHEIRO BORGES,4993,SAO PAULO
52484,RUA IBIS DOURADO,39,FRANCO DA ROCHA
52488,COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI,,SAO PAULO
52492,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA
52503,AVENIDA IPIRANGA,210,SAO PAULO
52509,IMIGRANTES,110,SAO PAULO
52556,"ROLDAO ATACADISTA  ESTR MUN DOS ABREUS, 45",1,FRANCO DA ROCHA
52560,AVENIDA IMIRIM,,SAO PAULO
52618,PARQUE RAPOSO TAVARES,1,SAO PAULO
52619,RUA DAS TRES MARIAS,6880,ITAPECERICA DA SERRA
52639,SP 070,1,GUARULHOS
52698,PONTE VILA MARIA,1,SAO PAULO
52702,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO
52818,ESTRADA KEISHI MATSUMOTO,1725,EMBU DAS ARTES
52819,RUA PROFESSOR ARNALDO JOAO SEMERARO,436,SAO PAULO
52864,ACESSO AVENIDA ALCANTARA MACHADO,100,SAO PAULO
